order_date,region,parcel_volume
2023-09-12,PH,499
2024-09-24,MY,645
2024-07-20,SG,481
2022-08-29,PH,560
2024-10-18,SG,348
2024-10-27,ID,990
2024-10-17,TH,350
2022-10-28,ID,680
2023-01-12,MY,594
2022-10-11,ID,819
2022-03-24,TH,292
2024-04-04,SG,372
2024-03-27,TH,346
2023-12-19,MY,522
2022-06-25,MY,564
2022-06-06,SG,462
2024-08-31,VN,281
2024-01-15,TH,351
2022-05-02,SG,358
2024-07-01,MY,675
2024-03-14,TH,333
2024-01-13,SG,376
2024-02-12,VN,31
2022-09-30,PH,404
2023-07-28,SG,418
2022-04-10,ID,744
2022-09-27,VN,306
2024-01-15,ID,849
2023-08-20,VN,368
2023-04-26,ID,1309
2024-11-04,PH,825
2024-06-21,VN,333
2022-08-25,TH,289
2022-03-03,MY,464
2022-12-08,MY,597
2022-09-09,PH,1285
2023-02-07,ID,721
2022-01-04,SG,297
2024-08-07,ID,982
2024-08-29,MY,614
2022-04-11,PH,455
2022-07-13,TH,328
2023-10-31,ID,801
2022-08-07,ID,869
2024-05-16,MY,600
2023-02-13,SG,393
2024-04-26,SG,458
2022-01-22,SG,426
2022-08-17,PH,473
2023-12-25,PH,193
2024-12-26,PH,182
2024-11-11,PH,3880
2024-11-15,MY,584
2024-02-17,ID,851
2022-12-24,TH,250
2023-08-30,TH,343
2024-06-20,PH,560
2023-01-31,MY,479
2022-11-27,SG,381
2024-08-31,SG,415
2022-08-07,SG,451
2023-06-06,TH,408
2024-06-26,TH,413
2023-06-02,ID,792
2023-03-14,SG,383
2023-09-04,SG,464
2023-10-24,VN,303
2022-04-10,TH,452
2024-07-09,VN,331
2023-08-28,PH,561
2024-10-13,SG,460
2023-07-23,ID,953
2022-12-27,ID,673
2024-08-26,PH,632
2024-12-20,VN,237
2024-01-30,ID,882
2024-06-29,SG,447
2023-11-27,VN,290
2024-07-29,TH,455
2024-09-05,PH,599
2022-08-03,ID,766
2022-01-21,PH,364
2022-10-12,SG,377
2022-06-19,TH,381
2022-08-28,SG,437
2022-12-18,PH,828
2022-02-22,SG,346
2023-12-27,ID,760
2024-04-12,SG,411
2022-02-19,ID,622
2024-07-31,VN,371
2024-06-06,ID,927
2024-07-04,VN,310
2022-05-10,TH,379
2023-06-01,ID,863
2022-04-02,VN,259
2022-05-20,ID,701
2023-03-04,SG,387
2023-05-13,SG,420
2024-01-11,SG,305
2024-03-16,TH,339
2023-04-09,ID,1156
2023-11-12,PH,533
2023-03-06,PH,479
2023-08-18,ID,820
2023-03-27,ID,849
2024-11-28,SG,359
2024-05-08,SG,460
2022-11-09,ID,1427
2022-07-04,TH,398
2023-06-02,PH,456
2023-03-28,ID,862
2024-07-02,TH,445
2024-06-09,ID,1065
2022-05-30,PH,513
2023-02-15,MY,475
2023-05-01,SG,409
2023-10-29,VN,307
2024-09-26,ID,921
2023-01-25,ID,685
2022-05-19,SG,323
2023-01-16,MY,969
2022-02-18,SG,361
2023-02-25,VN,261
2023-03-05,VN,315
2024-12-26,TH,365
2024-05-04,VN,322
2024-04-07,MY,1661
2024-01-29,ID,841
2022-04-06,PH,406
2022-09-19,VN,310
2022-07-17,MY,601
2022-10-31,VN,282
2022-01-11,VN,272
2024-03-22,MY,592
2022-05-02,TH,370
2022-08-23,VN,286
2023-01-04,ID,673
2024-04-21,MY,631
2022-02-25,MY,422
2024-05-10,TH,337
2024-11-10,PH,1204
2024-09-13,VN,309
2022-07-11,ID,882
2024-05-24,PH,520
2024-08-27,SG,467
2022-06-24,ID,777
2024-10-02,TH,358
2024-09-11,VN,329
2024-06-08,VN,355
2022-12-06,SG,399
2022-04-11,SG,396
2022-08-21,VN,326
2024-07-02,VN,341
2022-04-25,PH,475
2024-06-09,SG,480
2022-03-10,MY,443
2023-05-06,VN,302
2022-12-27,VN,309
2023-05-14,TH,411
2022-09-07,TH,410
2023-07-20,MY,576
2023-05-24,ID,836
2022-06-16,ID,770
2022-05-25,VN,289
2022-04-25,TH,352
2024-07-10,VN,349
2022-01-28,TH,233
2022-04-14,ID,684
2023-12-28,SG,346
2023-07-01,PH,543
2024-12-21,SG,426
2023-10-19,MY,546
2023-01-16,VN,746
2022-03-05,TH,256
2023-07-17,MY,609
2022-06-02,ID,749
2024-07-25,SG,436
2022-10-19,SG,436
2023-05-03,MY,551
2023-03-07,SG,408
2024-06-23,SG,489
2023-03-05,TH,385
2022-12-18,SG,355
2022-01-18,SG,366
2024-10-02,SG,418
2023-05-08,PH,564
2023-12-28,MY,482
2023-11-06,TH,657
2023-04-09,PH,485
2022-11-06,ID,1244
2022-08-01,ID,880
2022-11-08,PH,874
2024-08-25,VN,331
2023-05-11,ID,874
2022-07-25,ID,832
2022-12-05,MY,474
2022-02-09,MY,593
2024-05-18,ID,949
2022-11-02,ID,829
2024-01-24,MY,492
2023-05-22,SG,452
2024-06-11,MY,647
2024-07-14,VN,376
2023-03-15,MY,509
2024-04-23,ID,956
2024-06-10,MY,723
2024-07-16,PH,572
2022-01-11,TH,286
2023-10-11,PH,496
2023-07-09,PH,601
2023-03-19,MY,581
2022-07-31,ID,852
2024-05-11,MY,618
2022-10-29,TH,342
2024-08-17,PH,552
2023-09-16,SG,441
2024-12-14,SG,422
2022-09-11,MY,590
2023-01-21,SG,840
2023-10-31,VN,286
2023-11-12,ID,829
2022-06-30,ID,775
2024-02-18,VN,562
2024-08-30,SG,409
2023-10-22,PH,538
2022-10-06,ID,865
2023-07-17,SG,461
2022-10-16,SG,380
2022-10-17,ID,869
2023-06-24,TH,386
2024-09-20,ID,920
2022-02-14,SG,329
2024-07-29,SG,470
2022-12-07,TH,352
2022-06-01,VN,270
2024-05-23,TH,368
2023-12-28,TH,374
2022-09-28,ID,748
2023-02-05,SG,373
2024-09-05,TH,422
2023-05-28,SG,445
2023-12-12,TH,1532
2022-04-22,ID,1223
2022-10-23,MY,929
2022-08-09,ID,837
2023-08-08,PH,552
2022-03-25,ID,639
2024-05-23,ID,948
2024-02-27,PH,556
2023-04-07,ID,899
2022-10-14,VN,240
2023-07-06,ID,918
2023-10-06,PH,552
2023-08-05,PH,521
2022-02-07,VN,476
2023-11-19,VN,320
2023-12-08,VN,360
2022-02-19,PH,403
2022-09-16,SG,332
2022-05-18,SG,354
2024-11-16,MY,591
2022-06-25,PH,454
2024-08-15,SG,464
2023-10-13,ID,765
2023-12-10,ID,1417
2022-05-08,VN,292
2023-12-25,SG,394
2023-10-07,SG,539
2023-10-19,TH,276
2022-11-25,MY,457
2022-05-01,MY,1603
2024-06-06,TH,364
2024-04-08,MY,1741
2023-03-09,VN,238
2024-11-19,SG,395
2022-11-11,ID,4601
2022-01-08,PH,310
2022-11-28,MY,516
2023-04-29,VN,304
2023-04-21,VN,268
2022-05-02,PH,500
2023-03-21,VN,291
2024-11-14,TH,317
2023-12-29,TH,367
2023-03-16,TH,332
2024-12-13,PH,849
2024-12-31,VN,339
2023-08-17,VN,276
2023-11-16,ID,705
2024-05-19,TH,429
2022-01-18,PH,393
2022-12-31,VN,377
2022-09-17,SG,384
2023-08-24,SG,387
2022-11-23,ID,699
2022-01-08,VN,202
2024-12-16,MY,603
2024-07-19,VN,313
2022-11-27,PH,510
2022-07-16,VN,286
2022-02-10,VN,350
2022-03-14,TH,344
2024-05-21,PH,597
2023-08-04,MY,566
2022-12-15,ID,625
2023-06-15,MY,549
2023-07-31,PH,595
2024-08-14,VN,368
2023-03-20,VN,284
2024-05-21,ID,1025
2024-03-31,PH,577
2022-09-03,TH,359
2022-10-21,VN,224
2022-01-27,SG,543
2024-01-30,TH,355
2024-10-22,MY,690
2024-11-01,SG,226
2023-12-15,SG,359
2022-03-27,ID,771
2022-04-19,PH,440
2024-02-21,MY,529
2023-09-06,VN,390
2023-03-25,SG,391
2023-02-23,VN,213
2023-11-14,SG,409
2023-05-10,ID,819
2022-10-07,PH,602
2022-11-30,SG,319
2023-03-20,PH,534
2023-09-10,TH,403
2023-06-26,TH,405
2022-06-24,MY,566
2024-10-12,SG,449
2022-01-12,PH,412
2024-09-19,SG,442
2024-11-06,TH,604
2023-09-11,ID,945
2022-05-14,VN,276
2023-01-22,PH,425
2023-04-07,PH,445
2024-06-16,SG,475
2024-08-08,VN,300
2023-01-15,PH,427
2022-11-14,MY,524
2022-01-10,SG,344
2023-08-07,PH,607
2024-01-02,VN,142
2024-05-19,ID,1115
2022-06-16,SG,371
2024-06-29,MY,673
2024-12-05,PH,684
2022-06-02,TH,335
2022-12-23,ID,617
2022-03-08,MY,489
2023-08-21,TH,425
2023-10-20,VN,216
2024-04-04,VN,281
2024-11-12,SG,386
2024-09-29,VN,338
2024-03-05,MY,569
2023-08-03,ID,854
2023-11-08,TH,659
2024-06-17,SG,515
2023-08-19,MY,588
2024-05-12,ID,972
2023-02-21,TH,313
2023-03-08,TH,300
2022-07-08,SG,366
2022-07-06,SG,378
2022-08-23,TH,369
2023-11-28,TH,365
2024-07-11,SG,448
2022-01-21,MY,518
2023-03-22,MY,470
2022-01-29,PH,348
2023-10-25,TH,331
2023-07-16,VN,351
2024-11-09,PH,1018
2022-04-17,TH,108
2023-10-21,SG,391
2024-12-24,PH,1301
2024-09-03,PH,619
2022-11-05,SG,571
2022-11-14,VN,260
2024-12-04,SG,399
2022-12-01,VN,193
2024-09-15,VN,330
2024-11-30,VN,295
2023-07-09,TH,409
2024-02-27,VN,288
2024-01-28,SG,399
2022-11-02,PH,555
2023-05-06,TH,352
2024-11-28,PH,549
2024-04-02,VN,310
2024-08-14,MY,619
2023-11-12,MY,338
2023-09-26,PH,516
2022-12-11,SG,574
2022-11-19,TH,329
2022-02-10,PH,340
2023-05-12,MY,541
2023-09-20,MY,576
2024-01-19,TH,319
2023-02-24,SG,374
2023-07-15,VN,345
2023-05-06,ID,832
2022-02-09,VN,360
2024-10-03,ID,833
2023-05-02,PH,527
2022-11-08,SG,705
2024-04-21,PH,588
2022-05-03,SG,392
2022-12-29,SG,283
2022-11-18,MY,470
2022-01-26,ID,616
2022-08-06,SG,426
2022-01-18,MY,405
2023-01-10,PH,419
2023-04-02,MY,561
2022-05-06,VN,254
2023-06-01,TH,330
2022-05-12,TH,327
2023-03-10,ID,737
2023-07-12,VN,286
2023-04-09,SG,433
2022-04-09,PH,487
2022-02-25,TH,259
2022-10-03,PH,501
2023-03-07,PH,482
2023-10-10,PH,1685
2023-10-01,TH,383
2022-12-03,PH,573
2022-11-23,SG,349
2024-04-17,VN,327
2022-01-07,MY,389
2024-01-24,SG,349
2023-05-28,TH,399
2024-06-18,VN,340
2023-04-24,TH,364
2024-10-01,VN,321
2022-07-14,ID,732
2023-09-08,ID,1382
2023-10-06,ID,951
2022-11-27,TH,348
2023-10-27,VN,270
2022-03-10,VN,237
2022-11-27,ID,706
2022-01-16,SG,340
2024-09-30,PH,645
2023-10-09,VN,540
2023-04-24,SG,420
2023-04-07,TH,312
2023-04-29,ID,1305
2022-08-17,SG,351
2023-02-15,SG,351
2023-12-21,ID,745
2024-10-22,SG,416
2024-08-21,MY,653
2023-01-10,SG,407
2024-12-22,PH,1280
2022-02-02,ID,621
2023-10-27,ID,795
2023-03-22,VN,235
2024-05-02,PH,473
2022-12-15,MY,371
2022-09-05,PH,588
2023-11-23,SG,350
2024-07-15,VN,375
2023-09-02,MY,600
2023-12-03,SG,387
2024-05-23,PH,525
2024-07-18,SG,445
2024-09-17,TH,425
2022-04-29,ID,1881
2022-03-27,SG,368
2022-11-02,MY,602
2022-04-29,VN,227
2022-09-22,SG,348
2022-06-20,ID,851
2023-06-25,ID,931
2024-12-27,VN,243
2024-12-18,TH,331
2022-09-02,PH,477
2024-02-25,SG,423
2024-09-06,TH,471
2023-11-06,ID,1461
2022-08-10,PH,433
2022-05-05,TH,306
2023-12-21,MY,503
2024-12-26,VN,241
2024-10-01,MY,647
2023-05-22,PH,550
2024-10-31,VN,257
2024-07-21,VN,368
2024-10-02,MY,604
2022-03-22,VN,284
2022-04-04,PH,431
2023-03-29,MY,522
2022-10-11,PH,477
2023-11-21,SG,409
2022-12-22,ID,713
2024-04-05,SG,377
2024-01-11,PH,402
2024-01-17,TH,296
2022-12-10,SG,596
2022-11-26,VN,216
2022-10-18,TH,333
2022-07-01,SG,375
2024-11-17,ID,975
2022-05-10,SG,412
2024-07-15,PH,668
2024-07-25,PH,566
2023-10-18,MY,519
2024-03-05,SG,402
2023-11-08,MY,906
2022-04-11,MY,564
2024-02-22,MY,493
2023-04-22,SG,366
2024-07-09,MY,721
2024-06-28,MY,630
2024-07-27,TH,398
2023-01-22,MY,97
2022-11-25,ID,625
2023-10-11,ID,812
2024-02-03,SG,616
2022-01-28,MY,786
2022-02-06,TH,307
2023-08-20,SG,432
2022-09-29,PH,347
2024-03-22,PH,425
2022-05-17,PH,541
2024-08-20,TH,437
2022-01-16,VN,337
2022-06-13,MY,581
2022-12-30,PH,562
2024-03-15,PH,471
2024-12-01,SG,439
2023-02-28,MY,520
2022-10-10,MY,1887
2023-02-08,TH,290
2024-10-20,ID,956
2022-05-15,PH,512
2022-12-25,TH,299
2023-03-13,VN,314
2023-11-20,SG,428
2024-07-01,ID,1048
2023-10-28,SG,356
2022-03-08,TH,297
2023-08-03,MY,573
2023-10-13,MY,536
2022-12-28,VN,288
2023-10-03,MY,569
2023-06-18,MY,616
2024-10-31,PH,511
2023-03-07,ID,767
2023-12-14,MY,488
2024-05-28,PH,585
2023-11-27,SG,434
2024-02-29,PH,421
2022-08-23,ID,878
2024-04-10,PH,512
2022-01-31,SG,851
2022-03-05,VN,232
2024-05-04,TH,424
2024-10-13,TH,410
2023-01-12,VN,414
2024-05-02,MY,626
2023-09-24,TH,378
2022-12-12,VN,1327
2024-10-29,VN,294
2023-06-17,VN,302
2024-06-18,MY,670
2023-04-25,SG,384
2022-11-07,TH,680
2022-02-02,SG,63
2022-01-11,MY,447
2024-10-23,TH,351
2024-03-29,ID,1194
2022-12-28,PH,512
2022-03-25,TH,244
2023-01-16,TH,320
2023-08-25,MY,553
2024-06-01,SG,484
2022-05-17,ID,814
2024-09-14,VN,288
2023-10-27,TH,301
2024-02-15,VN,22
2022-12-04,VN,222
2022-03-26,MY,481
2024-03-26,VN,307
2024-06-07,ID,942
2024-10-14,SG,440
2022-09-03,SG,346
2023-04-19,TH,431
2022-07-15,PH,494
2024-03-28,ID,1022
2022-01-16,MY,459
2024-03-16,PH,496
2022-05-30,SG,426
2023-03-29,TH,301
2024-10-08,PH,879
2022-06-18,MY,523
2024-09-17,ID,939
2023-08-16,PH,517
2023-10-06,MY,632
2022-11-28,TH,308
2024-03-16,SG,388
2022-12-20,ID,725
2024-05-11,TH,372
2023-02-17,PH,430
2022-08-06,TH,369
2023-01-29,MY,706
2022-01-18,TH,271
2022-01-04,TH,329
2022-05-13,MY,520
2023-02-05,PH,420
2024-03-22,SG,372
2023-07-10,VN,361
2024-01-12,VN,229
2024-11-18,SG,427
2023-10-30,VN,315
2022-02-22,ID,637
2023-01-02,VN,144
2024-06-19,TH,445
2022-06-09,ID,745
2023-11-28,PH,562
2023-05-07,MY,592
2023-05-09,MY,647
2023-01-19,MY,988
2023-01-09,MY,447
2023-01-30,PH,514
2024-01-05,VN,289
2024-05-11,SG,425
2024-09-09,MY,1937
2024-08-12,VN,370
2023-04-12,TH,593
2024-09-24,VN,320
2024-08-05,SG,490
2023-09-29,SG,356
2023-03-13,ID,848
2023-12-06,PH,651
2024-02-08,SG,778
2022-09-14,VN,289
2023-05-08,MY,584
2023-08-12,SG,438
2023-03-20,TH,384
2023-05-10,MY,579
2023-09-03,PH,573
2024-08-31,ID,1005
2022-05-23,MY,548
2024-01-30,SG,518
2022-05-31,SG,438
2022-11-29,VN,258
2023-07-09,VN,302
2024-07-06,PH,598
2022-05-03,VN,311
2022-02-09,SG,473
2024-05-03,SG,418
2023-02-06,MY,524
2023-03-26,ID,821
2022-06-27,SG,442
2022-06-24,TH,326
2022-08-19,SG,336
2023-02-18,VN,256
2022-02-23,TH,263
2022-05-10,VN,299
2023-04-01,MY,505
2022-12-06,VN,352
2022-02-20,MY,478
2024-09-29,PH,618
2024-09-23,MY,646
2022-08-06,MY,567
2024-07-08,MY,693
2023-09-23,PH,497
2023-12-20,TH,292
2022-11-21,PH,463
2022-10-13,MY,469
2024-01-26,TH,319
2023-02-18,ID,727
2024-07-30,ID,1027
2024-03-12,ID,860
2023-07-13,SG,432
2024-03-21,TH,317
2023-10-25,PH,503
2022-09-14,ID,719
2024-08-24,VN,319
2022-02-13,SG,373
2023-10-10,ID,2833
2023-11-03,MY,670
2022-04-16,TH,96
2022-05-19,TH,307
2022-10-24,TH,422
2022-10-25,PH,466
2022-02-27,TH,300
2022-01-25,ID,638
2024-12-24,ID,919
2022-05-11,PH,433
2023-05-18,SG,364
2023-05-31,PH,506
2022-04-23,ID,1305
2023-10-12,SG,341
2022-04-30,SG,366
2023-04-27,TH,319
2022-02-26,ID,726
2022-08-02,MY,572
2023-11-27,ID,930
2023-01-24,TH,283
2022-05-12,MY,785
2024-06-22,MY,621
2022-10-04,ID,755
2024-04-12,TH,547
2022-07-31,PH,564
2024-01-08,MY,558
2024-03-25,TH,383
2023-11-14,ID,798
2023-04-23,PH,560
2022-12-23,TH,265
2024-10-08,TH,548
2022-02-11,MY,432
2023-07-30,SG,451
2024-12-29,PH,824
2024-04-17,PH,529
2022-11-24,PH,369
2024-11-02,ID,1184
2023-02-15,PH,426
2024-06-21,TH,426
2022-09-08,MY,818
2024-07-10,PH,649
2022-09-15,PH,461
2023-08-16,SG,408
2022-04-02,PH,449
2022-07-12,SG,421
2024-03-07,SG,375
2022-04-26,ID,1548
2024-05-18,TH,434
2024-11-27,VN,247
2023-06-07,TH,381
2024-08-19,SG,484
2023-10-20,PH,442
2023-09-20,SG,373
2024-07-04,SG,456
2022-12-14,VN,243
2024-12-13,TH,314
2024-10-09,TH,633
2022-03-23,ID,733
2024-04-09,SG,417
2024-05-26,MY,682
2023-09-11,MY,645
2022-06-22,VN,289
2023-07-05,TH,423
2024-12-30,VN,329
2024-02-08,TH,312
2024-04-30,MY,632
2023-11-24,PH,457
2022-09-24,PH,473
2022-08-01,TH,410
2023-05-30,MY,668
2023-08-22,PH,526
2022-07-09,PH,512
2024-05-28,SG,454
2024-11-13,VN,312
2024-07-28,VN,380
2023-02-12,TH,335
2024-09-01,VN,359
2022-11-14,PH,458
2023-10-28,ID,864
2022-01-03,SG,318
2024-09-23,PH,564
2024-08-09,VN,326
2024-10-14,ID,988
2023-07-12,ID,899
2024-10-24,PH,493
2024-02-23,PH,449
2022-04-22,MY,868
2023-04-19,PH,522
2024-12-28,VN,282
2023-02-19,MY,535
2024-10-19,SG,375
2024-09-01,PH,602
2022-03-20,TH,351
2022-03-22,TH,344
2022-09-24,ID,782
2024-11-24,SG,410
2023-11-17,VN,281
2024-10-12,MY,622
2022-09-11,PH,521
2024-03-24,MY,583
2024-04-05,PH,534
2023-11-06,VN,545
2023-10-19,ID,792
2022-01-22,TH,253
2022-09-05,TH,413
2024-06-26,PH,586
2024-09-25,ID,942
2023-07-23,PH,576
2023-10-05,SG,344
2023-09-10,SG,440
2023-11-20,MY,594
2022-05-22,MY,552
2024-12-16,TH,393
2022-11-16,PH,355
2024-12-01,PH,726
2023-07-23,VN,348
2024-10-05,VN,322
2024-12-26,MY,558
2023-12-23,SG,394
2022-02-08,MY,675
2024-06-27,ID,890
2024-10-25,PH,593
2022-07-27,MY,554
2023-10-12,VN,251
2023-06-16,MY,549
2023-03-03,MY,444
2024-04-15,ID,1542
2022-12-25,ID,664
2022-05-19,ID,756
2022-10-27,ID,683
2023-04-06,MY,497
2024-09-30,ID,1006
2023-01-18,ID,700
2024-02-08,PH,423
2022-03-24,PH,342
2024-02-01,ID,732
2023-01-08,TH,322
2022-09-22,PH,417
2024-06-10,VN,342
2023-06-10,TH,363
2024-07-08,TH,429
2022-04-30,TH,341
2022-11-03,MY,617
2022-07-24,PH,501
2022-06-02,VN,250
2023-06-14,SG,401
2024-04-16,MY,923
2023-10-22,VN,286
2023-04-01,VN,289
2022-12-07,VN,318
2024-04-19,TH,458
2024-05-13,SG,453
2022-05-05,VN,243
2022-04-28,PH,461
2024-12-03,PH,750
2023-05-09,SG,441
2022-02-05,PH,384
2022-02-28,ID,727
2022-03-18,ID,606
2024-03-07,ID,879
2022-08-13,SG,394
2022-01-01,VN,112
2023-02-14,TH,307
2024-02-25,ID,862
2022-12-18,VN,252
2024-07-07,VN,383
2024-08-24,SG,439
2024-07-03,SG,444
2023-01-28,TH,305
2022-01-26,SG,478
2022-03-14,PH,433
2024-07-11,TH,405
2022-12-13,TH,308
2022-01-25,PH,374
2023-12-31,PH,806
2023-11-09,TH,668
2024-06-29,ID,969
2024-12-12,MY,2379
2024-01-25,MY,498
2022-04-28,SG,341
2023-11-01,VN,327
2022-06-11,MY,567
2022-10-31,SG,372
2024-08-12,TH,464
2023-11-07,TH,634
2022-03-24,MY,468
2023-07-07,TH,366
2024-09-08,TH,663
2023-03-19,ID,809
2022-10-31,MY,561
2023-09-15,PH,474
2022-11-15,PH,447
2023-06-22,PH,472
2023-10-29,PH,494
2024-02-23,VN,242
2024-11-20,ID,824
2024-05-13,PH,624
2023-10-05,TH,323
2023-01-03,PH,208
2022-11-16,MY,459
2022-06-30,SG,385
2022-05-11,VN,293
2022-10-15,PH,449
2022-07-05,PH,548
2024-05-17,PH,540
2024-08-21,PH,569
2022-07-31,TH,366
2023-02-11,MY,479
2024-06-16,TH,416
2023-07-10,TH,430
2024-11-20,PH,511
2024-07-04,MY,650
2023-08-10,TH,383
2022-03-06,TH,299
2024-04-05,VN,265
2023-01-14,VN,574
2024-06-24,TH,452
2023-07-26,TH,428
2024-04-18,PH,504
2022-01-07,ID,570
2024-02-28,SG,372
2022-10-23,SG,670
2023-11-10,ID,1643
2024-04-27,MY,624
2023-12-07,VN,280
2023-07-18,VN,334
2022-08-17,VN,266
2023-10-12,TH,290
2022-08-01,VN,332
2023-02-20,SG,383
2023-05-17,VN,290
2024-10-09,VN,499
2023-07-14,VN,303
2022-08-20,PH,449
2024-11-30,ID,891
2023-12-04,SG,370
2022-07-12,VN,320
2024-09-26,PH,510
2022-02-20,SG,348
2023-01-14,MY,757
2023-04-22,TH,404
2024-03-04,MY,574
2024-11-19,ID,912
2024-07-14,MY,694
2024-02-16,TH,284
2022-10-15,TH,328
2023-04-12,SG,376
2022-10-03,SG,441
2022-01-31,PH,429
2022-02-04,MY,86
2023-01-01,MY,456
2022-09-15,TH,299
2023-04-09,VN,309
2023-06-04,VN,356
2023-09-14,PH,480
2024-02-16,SG,484
2022-08-11,ID,723
2023-08-30,VN,301
2022-02-18,ID,560
2023-07-28,ID,858
2022-05-21,MY,525
2023-08-28,TH,442
2024-04-21,SG,443
2024-06-06,VN,280
2023-02-21,VN,260
2022-04-01,SG,293
2023-10-29,TH,328
2022-09-25,ID,813
2022-01-09,MY,430
2022-04-24,SG,386
2024-02-15,TH,278
2024-04-19,MY,921
2023-01-22,ID,810
2023-08-29,MY,611
2023-06-17,MY,644
2023-07-03,PH,595
2023-06-07,SG,431
2022-10-29,PH,400
2024-05-27,VN,360
2022-09-16,VN,238
2023-04-13,MY,1033
2023-07-23,SG,492
2024-09-24,SG,435
2024-07-02,PH,664
2022-07-29,ID,770
2024-06-28,ID,980
2022-07-13,MY,541
2023-07-23,TH,462
2024-02-10,MY,106
2024-01-17,MY,543
2022-11-02,SG,398
2024-09-15,TH,445
2022-04-15,ID,690
2024-08-16,ID,908
2023-11-29,MY,522
2024-09-19,MY,565
2023-05-26,SG,395
2022-11-28,ID,741
2023-06-29,TH,382
2023-01-02,TH,165
2022-01-26,VN,575
2022-09-25,SG,380
2023-11-10,MY,1113
2022-08-10,TH,383
2024-01-14,PH,529
2024-09-13,PH,560
2022-07-10,TH,409
2024-07-30,TH,455
2022-06-16,PH,424
2022-04-08,TH,332
2023-12-07,SG,444
2023-08-07,TH,435
2023-09-07,MY,796
2023-09-17,TH,384
2022-10-14,SG,330
2022-10-12,TH,285
2022-09-28,MY,465
2022-06-23,ID,733
2024-05-08,ID,908
2023-03-11,TH,322
2023-03-22,TH,309
2022-02-03,PH,295
2022-07-16,PH,444
2022-08-28,VN,317
2022-04-07,TH,292
2024-05-06,MY,651
2022-01-24,PH,422
2024-08-07,VN,309
2024-01-02,PH,236
2024-07-29,MY,654
2024-01-27,TH,326
2023-07-27,VN,268
2023-03-01,TH,284
2022-01-19,ID,612
2023-07-18,TH,398
2022-01-01,ID,606
2024-12-14,MY,594
2022-09-18,MY,592
2023-05-10,TH,345
2022-07-28,VN,266
2023-09-27,SG,411
2023-05-13,PH,481
2023-02-01,ID,731
2023-10-15,VN,322
2024-07-09,SG,470
2022-10-13,TH,291
2024-03-13,TH,328
2023-12-18,MY,533
2024-09-12,PH,535
2023-01-07,TH,282
2024-03-27,ID,979
2023-04-22,MY,86
2022-06-05,TH,395
2023-12-06,MY,601
2022-03-30,SG,334
2022-08-26,SG,349
2023-07-31,VN,332
2024-12-25,PH,207
2023-07-30,TH,437
2023-10-14,PH,505
2022-06-30,VN,266
2024-11-27,PH,557
2024-01-05,MY,512
2024-08-31,TH,381
2024-11-21,TH,311
2022-07-20,TH,361
2024-03-20,TH,365
2023-07-09,ID,928
2022-03-05,MY,462
2022-04-28,MY,1126
2022-02-07,TH,311
2022-08-18,MY,505
2023-11-02,VN,310
2023-12-29,PH,593
2023-12-02,ID,825
2023-05-24,SG,412
2022-11-09,TH,639
2024-01-22,MY,550
2023-03-07,TH,305
2023-08-28,SG,441
2022-12-26,MY,484
2022-01-14,VN,228
2023-06-06,PH,537
2023-12-18,VN,286
2024-05-16,ID,950
2023-09-22,TH,352
2023-07-03,MY,674
2024-11-10,MY,1381
2022-02-14,TH,319
2022-06-11,TH,333
2023-01-30,MY,717
2023-02-22,PH,472
2023-12-31,ID,837
2024-11-21,PH,479
2024-02-19,ID,859
2023-03-05,SG,392
2024-04-20,MY,983
2023-04-29,PH,520
2022-02-15,PH,438
2022-01-15,MY,431
2024-08-02,TH,401
2023-01-22,VN,27
2024-03-17,SG,443
2022-07-22,SG,405
2022-03-31,MY,428
2024-06-30,MY,709
2022-07-13,ID,742
2023-02-24,MY,451
2024-05-08,TH,357
2023-08-02,ID,924
2024-10-24,MY,683
2022-11-30,MY,459
2024-02-11,ID,849
2023-01-31,SG,346
2022-07-23,SG,350
2024-10-27,VN,345
2024-01-21,MY,587
2022-05-12,ID,1131
2022-06-28,ID,863
2023-01-17,VN,725
2023-12-17,MY,566
2024-06-25,PH,603
2023-01-24,SG,73
2024-07-29,PH,651
2024-09-21,TH,370
2023-04-06,SG,349
2024-09-14,PH,541
2024-09-04,MY,633
2023-10-21,ID,841
2024-03-11,MY,590
2023-03-12,TH,388
2023-02-19,SG,344
2022-01-30,SG,714
2024-01-07,VN,279
2022-07-07,SG,364
2022-12-18,MY,474
2022-12-09,ID,999
2022-03-26,PH,414
2024-07-18,PH,587
2022-10-29,VN,257
2022-12-02,SG,320
2023-12-29,ID,740
2024-02-19,TH,366
2024-09-03,ID,964
2022-07-01,PH,472
2022-06-16,TH,317
2024-04-12,MY,89
2024-04-18,VN,276
2024-09-08,PH,1021
2024-07-08,VN,345
2024-04-08,VN,334
2022-07-23,MY,548
2022-06-28,TH,419
2023-07-04,VN,366
2023-10-23,ID,932
2023-11-26,MY,565
2024-02-15,PH,432
2022-05-07,TH,343
2023-05-09,ID,877
2022-04-07,VN,261
2022-08-12,TH,322
2023-03-22,PH,439
2023-09-13,VN,285
2023-07-20,VN,284
2022-03-21,VN,286
2024-12-21,ID,891
2023-12-20,VN,249
2022-02-05,VN,25
2023-11-26,ID,862
2022-07-02,MY,566
2024-10-03,SG,363
2022-08-29,TH,411
