vehicle_id,vehicle_health_score,engine_temp_c,tyre_pressure_kpa,vibration_g,km_since_service,at_risk
201,81.31,106.4,241.0,0.311,1804,0
219,72.55,115.5,234.3,0.374,3169,0
227,88.39,99.0,247.3,0.213,1599,0
218,95.65,95.8,255.0,0.126,1499,0
294,89.09,104.0,246.7,0.253,1473,0
207,60.0,128.2,224.0,0.525,3663,0
212,16.75,163.3,212.5,0.852,7131,1
244,78.58,110.2,243.1,0.319,2722,0
226,52.17,126.4,236.7,0.541,4929,1
233,58.77,125.9,225.3,0.455,4616,1
260,87.99,95.9,247.3,0.208,1093,0
256,81.86,109.5,245.1,0.271,2721,0
286,25.92,154.1,210.4,0.75,6518,1
245,25.64,157.7,205.9,0.753,6994,1
293,90.82,102.5,249.1,0.171,1458,0
219,60.2,125.6,228.0,0.556,3432,0
219,60.62,120.8,231.0,0.435,4096,0
239,76.82,100.7,240.0,0.327,2377,0
211,64.74,122.1,226.8,0.432,3999,0
202,71.18,113.8,234.0,0.341,3088,0
237,55.78,130.8,225.7,0.518,3848,1
253,71.56,117.0,237.3,0.398,3094,0
227,10.0,168.9,205.8,0.897,8802,1
227,86.35,102.6,246.9,0.209,2142,0
209,78.32,101.8,245.8,0.283,2739,0
211,65.81,124.1,234.6,0.437,3990,0
288,80.63,101.4,253.8,0.264,2490,0
206,60.0,121.4,232.8,0.446,3598,0
270,74.71,110.2,230.6,0.337,2602,0
271,82.43,105.0,240.5,0.31,1608,0
220,88.7,98.3,265.0,0.183,1553,0
224,78.48,106.1,232.6,0.314,2132,0
236,73.92,115.4,241.0,0.374,3071,0
265,73.12,107.5,251.3,0.39,2379,0
203,75.32,109.3,231.6,0.349,2190,0
281,53.14,121.4,236.3,0.508,5124,1
234,83.5,99.9,252.9,0.236,2422,0
249,79.78,100.9,239.8,0.297,2143,0
290,86.3,104.6,233.8,0.247,1172,0
213,80.01,107.7,245.3,0.284,2042,0
294,66.65,115.1,233.7,0.399,3136,0
261,68.9,103.6,234.4,0.424,3536,0
242,58.45,119.2,233.8,0.514,4098,1
207,66.26,114.3,234.1,0.437,3551,0
206,52.38,129.0,216.9,0.59,5116,1
281,78.86,111.0,240.3,0.286,2296,0
240,69.67,110.0,238.1,0.382,2587,0
276,63.32,115.8,235.4,0.42,4262,0
283,68.25,110.3,242.8,0.374,3336,0
240,61.9,122.4,220.0,0.451,3373,0
231,86.12,93.1,251.1,0.261,2185,0
226,48.77,126.5,222.2,0.584,4585,1
263,72.4,115.3,238.6,0.376,3192,0
270,66.33,124.7,239.3,0.39,3267,0
234,91.66,97.3,243.5,0.16,1833,0
256,18.52,158.0,205.5,0.857,7612,1
253,73.79,121.0,241.6,0.382,2564,0
214,91.87,94.8,244.6,0.188,1126,0
252,81.38,103.8,244.4,0.283,2146,0
275,83.18,102.2,236.9,0.266,2502,0
296,69.58,121.9,243.1,0.458,3105,0
233,64.84,122.0,237.8,0.454,3689,0
223,43.3,140.3,216.8,0.613,5040,1
289,100.0,91.3,259.2,0.098,229,0
291,71.72,112.2,239.6,0.336,2552,0
282,80.65,105.2,236.2,0.364,1861,0
233,84.6,99.2,248.2,0.235,1718,0
227,60.18,122.3,235.0,0.44,3769,0
262,78.46,109.4,231.2,0.318,2726,0
225,78.23,107.7,226.0,0.293,2617,0
276,84.8,106.2,241.8,0.259,1604,0
239,69.6,116.9,231.4,0.384,2892,0
232,75.59,111.5,243.0,0.374,2414,0
280,60.0,120.5,226.6,0.469,3867,0
235,61.37,117.9,227.7,0.458,3910,0
213,67.02,113.5,245.3,0.43,3627,0
279,60.27,128.1,238.3,0.465,4067,0
231,77.27,102.4,231.0,0.298,2307,0
265,33.44,147.3,224.1,0.684,6267,1
265,83.85,104.5,253.1,0.253,2419,0
208,82.6,102.1,242.2,0.363,2163,0
203,70.56,114.9,234.1,0.363,2631,0
282,80.75,107.0,230.7,0.335,2249,0
205,56.98,121.9,220.9,0.581,4809,1
233,100.0,86.8,252.0,0.101,663,0
276,76.54,109.4,236.9,0.291,2154,0
217,29.05,149.9,211.5,0.726,7013,1
252,78.76,102.4,243.1,0.308,2151,0
211,72.98,113.0,248.4,0.367,2746,0
255,88.7,99.8,242.9,0.301,2125,0
271,98.92,94.6,248.5,0.148,332,0
224,82.62,104.4,242.3,0.274,1910,0
228,73.17,110.9,236.3,0.33,3434,0
253,39.97,143.8,229.8,0.654,6180,1
279,82.79,108.7,242.0,0.288,1481,0
254,100.0,84.1,258.1,0.14,931,0
270,87.42,98.3,261.2,0.271,1198,0
241,43.34,129.4,231.9,0.615,5516,1
212,92.75,92.0,247.6,0.157,1466,0
296,87.75,106.0,243.1,0.21,1634,0
279,65.0,115.1,227.6,0.399,4172,0
204,84.45,104.7,244.7,0.338,1923,0
227,90.08,99.7,237.7,0.207,1004,0
241,84.41,100.6,257.5,0.25,1369,0
208,44.7,134.8,218.9,0.613,5504,1
285,81.34,111.1,242.6,0.25,2084,0
217,78.84,111.4,242.6,0.286,2609,0
220,53.49,138.1,219.9,0.588,4728,1
231,80.79,95.7,248.1,0.28,2095,0
293,76.85,111.4,242.8,0.323,2418,0
222,58.81,115.1,228.3,0.497,4080,1
242,79.96,106.5,243.9,0.356,2251,0
268,62.19,120.9,231.4,0.432,3474,0
215,90.24,93.3,247.2,0.265,847,0
208,83.48,101.2,239.6,0.288,2400,0
209,73.89,110.6,239.0,0.341,3223,0
218,85.91,103.3,247.4,0.225,2079,0
232,74.92,106.3,233.9,0.392,2601,0
294,74.92,108.0,240.6,0.309,2752,0
291,83.75,105.5,232.2,0.304,1430,0
256,94.31,97.3,257.0,0.142,1628,0
293,82.8,114.7,235.9,0.248,1841,0
202,72.24,113.9,227.0,0.372,3174,0
256,76.48,112.1,236.7,0.353,2537,0
244,88.49,98.5,247.7,0.185,1068,0
211,84.04,108.8,242.1,0.313,2186,0
255,89.59,94.7,251.8,0.192,1175,0
245,83.93,103.0,242.4,0.241,2121,0
276,87.71,101.1,244.7,0.282,2053,0
241,100.0,91.6,251.9,0.104,427,0
242,66.48,121.8,244.6,0.386,3884,0
223,100.0,88.8,250.3,0.173,440,0
247,89.36,102.2,262.0,0.184,1348,0
207,100.0,83.9,264.7,0.08,1079,0
256,70.17,116.0,229.3,0.425,3391,0
238,83.82,95.8,249.5,0.298,2090,0
227,42.7,137.4,217.7,0.656,5038,1
237,88.84,109.1,247.6,0.212,1004,0
289,84.7,103.7,234.9,0.289,2158,0
270,83.58,101.7,243.3,0.271,1896,0
285,87.79,102.0,262.9,0.242,1120,0
239,78.93,107.3,236.7,0.304,1882,0
239,74.84,106.5,243.7,0.402,2162,0
201,84.53,95.4,245.3,0.235,1926,0
268,74.82,111.0,236.0,0.326,3084,0
202,58.16,124.4,237.4,0.484,4451,1
297,65.59,117.8,231.4,0.497,3238,0
268,80.56,109.5,242.2,0.257,2469,0
246,70.71,120.1,238.4,0.361,3632,0
266,39.75,143.8,227.3,0.624,6083,1
299,69.14,114.6,233.8,0.399,3132,0
216,79.81,107.4,255.6,0.282,2591,0
274,89.0,103.5,236.3,0.244,1132,0
286,74.04,115.3,235.2,0.318,3142,0
258,70.67,117.0,244.4,0.373,2749,0
266,87.82,98.2,243.0,0.349,1489,0
250,47.99,138.4,225.5,0.554,5140,1
215,84.24,108.8,238.6,0.231,2012,0
298,34.29,149.1,208.4,0.691,6261,1
228,73.7,124.1,235.5,0.432,3175,0
238,76.69,112.8,244.8,0.419,2254,0
297,79.41,112.1,238.1,0.271,2792,0
205,62.75,124.2,232.1,0.417,3209,0
240,33.59,145.9,213.5,0.698,5826,1
255,92.51,91.7,253.0,0.209,1801,0
223,82.07,102.2,233.6,0.257,2434,0
267,92.27,93.5,248.2,0.156,836,0
252,90.16,93.5,245.6,0.197,1375,0
226,37.28,142.2,213.1,0.65,5340,1
220,43.37,138.1,229.2,0.608,5439,1
228,89.67,103.5,237.0,0.173,2057,0
279,87.59,95.7,248.4,0.199,1831,0
252,48.42,137.4,227.4,0.561,5115,1
279,79.86,108.2,239.6,0.292,2706,0
271,54.76,130.0,239.9,0.533,4537,1
280,58.35,125.0,232.8,0.47,4311,1
285,79.47,115.8,237.5,0.268,2102,0
261,73.14,109.7,242.0,0.346,2960,0
236,65.0,117.5,231.0,0.427,3857,0
269,78.4,108.8,238.8,0.298,2454,0
294,75.41,112.5,246.3,0.383,2578,0
232,87.91,101.2,249.7,0.2,1280,0
248,65.9,118.8,240.8,0.4,3194,0
287,83.37,106.2,229.0,0.235,2516,0
259,42.25,141.5,223.5,0.631,5064,1
214,71.52,114.1,246.6,0.337,3176,0
235,72.38,120.8,231.2,0.49,3230,0
225,31.6,149.9,216.5,0.765,6054,1
247,48.65,132.5,223.5,0.551,4572,1
299,45.52,141.3,227.5,0.592,4882,1
283,80.45,98.5,239.1,0.261,2319,0
296,70.3,110.7,241.6,0.367,2754,0
274,45.2,135.8,221.3,0.667,4992,1
250,67.87,112.6,251.8,0.417,3157,0
265,79.56,110.6,244.1,0.277,1786,0
249,24.24,157.5,225.2,0.816,6473,1
204,100.0,96.5,257.1,0.149,8,0
211,55.33,125.7,226.3,0.485,4858,1
255,82.46,107.2,243.8,0.264,2592,0
265,70.45,120.2,239.3,0.347,3197,0
225,77.24,110.0,226.9,0.306,1986,0
203,47.48,138.6,230.1,0.566,5098,1
206,82.42,104.5,244.5,0.257,2548,0
231,83.99,108.9,247.7,0.242,2385,0
286,82.25,102.0,247.1,0.275,2218,0
241,83.42,97.9,236.3,0.253,1550,0
297,78.3,106.9,241.8,0.32,2257,0
289,83.42,103.7,244.1,0.286,2596,0
285,73.62,114.2,231.2,0.363,3233,0
296,26.05,154.7,221.2,0.793,7147,1
224,98.48,88.5,263.6,0.156,509,0
297,84.16,99.5,242.1,0.326,1569,0
292,98.06,98.2,255.2,0.16,678,0
279,77.25,108.8,240.3,0.29,2214,0
219,100.0,88.1,251.0,0.105,403,0
228,80.8,107.6,239.9,0.281,2605,0
265,91.46,93.4,240.9,0.165,932,0
204,80.33,103.9,244.5,0.275,1973,0
282,81.65,108.8,239.2,0.256,1866,0
242,78.85,103.9,245.1,0.301,2895,0
202,36.84,138.4,215.6,0.669,5491,1
229,89.8,97.2,240.4,0.176,1418,0
239,79.91,108.1,237.9,0.315,2825,0
265,88.3,105.4,248.7,0.267,2027,0
260,37.51,144.5,216.5,0.644,6102,1
237,94.14,97.0,244.2,0.139,1334,0
261,49.83,128.6,235.0,0.636,5104,1
289,64.89,120.6,225.5,0.419,3132,0
235,76.8,105.2,248.0,0.31,2045,0
237,28.16,154.7,220.2,0.736,6114,1
210,80.12,107.3,247.3,0.322,2276,0
237,34.02,145.9,221.2,0.7,6450,1
228,91.36,99.4,243.6,0.187,1307,0
275,78.55,106.3,237.8,0.289,1833,0
211,38.77,140.1,230.8,0.644,6047,1
259,76.51,106.2,246.4,0.355,2471,0
277,77.32,116.4,243.5,0.369,2892,0
225,69.08,115.4,232.5,0.433,3751,0
206,64.41,119.0,228.1,0.43,3577,0
267,68.2,119.8,228.5,0.443,3263,0
258,90.14,98.4,243.4,0.332,1316,0
256,37.37,133.9,216.9,0.676,5831,1
287,71.16,122.6,238.1,0.405,3195,0
210,81.0,104.2,249.8,0.27,2501,0
219,88.06,96.8,259.3,0.19,1493,0
246,46.8,134.6,232.8,0.58,4812,1
256,97.72,89.9,244.2,0.124,322,0
291,90.53,96.1,243.3,0.18,1685,0
261,54.3,129.3,222.2,0.539,4382,1
221,92.02,89.3,255.2,0.176,1532,0
285,60.0,126.9,235.8,0.507,3832,0
241,77.81,112.7,238.0,0.286,2671,0
286,92.58,89.5,248.4,0.167,1149,0
227,79.93,108.9,243.5,0.31,2830,0
279,49.67,129.4,228.8,0.536,4850,1
253,94.48,92.9,257.7,0.151,1276,0
255,87.04,102.4,247.4,0.201,1785,0
297,30.5,152.5,213.8,0.72,6904,1
215,85.76,103.4,247.9,0.223,2067,0
230,63.29,115.6,231.8,0.425,3611,0
218,84.9,103.1,247.4,0.229,1472,0
283,56.04,129.3,228.0,0.528,4247,1
285,81.51,102.6,250.2,0.247,2666,0
283,91.62,93.7,256.3,0.163,1615,0
223,82.79,104.3,242.6,0.364,1959,0
225,81.47,108.0,255.5,0.314,2029,0
240,62.1,119.9,233.6,0.45,3281,0
277,70.42,116.1,239.5,0.423,2878,0
275,93.92,90.1,258.5,0.147,1295,0
298,93.13,96.9,261.6,0.175,1666,0
278,88.45,92.5,254.0,0.196,1784,0
295,32.99,148.2,218.4,0.694,5735,1
226,48.85,137.0,222.8,0.543,4739,1
260,71.96,113.2,239.7,0.333,3318,0
253,47.58,136.8,228.0,0.604,5454,1
215,81.31,106.9,245.5,0.275,1700,0
294,71.16,109.0,236.0,0.364,2768,0
211,77.67,104.3,236.4,0.342,2286,0
285,57.63,124.6,231.1,0.493,4672,1
226,86.53,100.9,241.8,0.267,1836,0
222,96.35,90.0,241.0,0.147,535,0
260,100.0,85.1,247.8,0.11,694,0
246,39.62,129.9,217.1,0.629,6004,1
238,71.42,121.0,232.6,0.346,2863,0
290,44.25,144.2,223.6,0.613,5868,1
269,88.22,96.6,238.9,0.195,1995,0
260,79.08,102.0,234.5,0.302,2527,0
278,90.78,103.7,255.4,0.185,1239,0
280,86.46,93.0,251.0,0.205,1164,0
218,63.46,125.2,234.6,0.416,3192,0
244,81.69,108.1,251.2,0.315,2522,0
290,68.75,115.2,231.4,0.431,3731,0
281,33.44,152.2,220.6,0.682,5807,1
206,77.02,106.9,239.0,0.383,2061,0
224,88.55,103.1,255.4,0.185,1799,0
226,80.84,105.3,243.6,0.256,2298,0
251,76.47,105.1,234.5,0.292,2442,0
281,100.0,98.2,260.9,0.088,372,0
248,43.91,134.8,219.5,0.586,5061,1
218,58.25,123.8,222.7,0.496,3789,1
255,87.8,103.6,255.1,0.202,1311,0
222,39.1,146.7,223.1,0.695,5574,1
267,50.61,126.7,220.4,0.581,4812,1
297,71.62,119.9,236.5,0.397,3586,0
263,87.32,100.8,244.9,0.206,1112,0
291,91.56,96.8,242.7,0.16,1633,0
254,80.59,105.8,236.9,0.304,1776,0
281,67.94,117.2,234.5,0.403,3386,0
294,81.21,99.7,248.3,0.25,1824,0
217,30.77,150.5,219.6,0.737,5900,1
266,71.05,115.4,233.5,0.348,2612,0
225,77.93,107.3,245.6,0.351,2145,0
208,81.69,106.4,251.6,0.269,1910,0
223,39.0,141.0,214.0,0.679,5407,1
214,75.81,110.3,243.8,0.344,2417,0
218,85.95,103.6,245.1,0.212,1552,0
200,95.02,93.3,248.3,0.13,1513,0
297,55.75,124.5,228.5,0.506,4681,1
244,68.0,120.2,240.0,0.448,2944,0
216,56.29,122.9,221.1,0.498,4491,1
234,90.91,101.9,247.7,0.175,1265,0
274,84.43,101.9,241.9,0.274,1878,0
263,91.8,100.5,248.3,0.172,1096,0
205,39.73,147.0,218.4,0.629,5911,1
214,55.64,127.5,223.8,0.489,3801,1
254,60.0,127.5,242.0,0.446,3852,0
296,94.38,97.3,233.9,0.136,1400,0
207,49.44,133.7,228.3,0.59,5490,1
286,77.82,111.3,244.0,0.302,2048,0
206,60.0,122.9,231.2,0.456,3801,0
249,79.02,114.4,242.8,0.367,2248,0
223,92.27,96.9,252.3,0.179,1313,0
242,85.24,99.6,241.4,0.216,1836,0
292,54.36,127.1,225.4,0.524,4875,1
221,78.14,112.1,238.8,0.304,2626,0
263,100.0,86.3,255.6,0.113,979,0
233,60.88,130.8,234.3,0.434,4185,0
265,73.51,117.7,231.8,0.395,3386,0
205,51.46,126.3,225.7,0.524,5011,1
229,88.46,102.9,242.7,0.249,1101,0
295,68.98,112.5,230.1,0.566,3464,0
272,32.21,144.3,212.6,0.695,5802,1
293,87.96,98.4,239.4,0.311,1236,0
268,54.06,126.1,216.7,0.496,5029,1
218,79.96,109.9,242.2,0.273,2850,0
246,70.55,116.0,242.2,0.368,2633,0
287,40.75,142.1,218.3,0.682,5512,1
268,75.98,110.4,245.1,0.317,3228,0
252,88.7,97.5,251.2,0.267,1048,0
286,96.0,91.3,245.3,0.211,1434,0
211,77.93,113.2,235.7,0.322,3055,0
296,94.22,93.5,241.0,0.152,1550,0
212,60.43,129.2,232.4,0.446,4345,0
299,86.99,98.5,248.6,0.22,1792,0
280,67.8,117.6,235.0,0.384,3832,0
248,25.07,154.9,206.9,0.836,6490,1
247,74.04,116.8,238.0,0.333,2342,0
203,48.01,138.1,228.3,0.555,5249,1
231,77.51,110.3,243.9,0.351,1922,0
222,87.3,101.1,248.8,0.247,1847,0
270,80.26,103.1,243.7,0.287,2419,0
219,77.45,108.4,247.1,0.292,2651,0
280,66.3,127.7,228.3,0.412,3072,0
230,61.93,118.5,228.1,0.433,4334,0
285,26.31,150.4,206.5,0.936,7145,1
236,30.74,143.3,212.1,0.756,6224,1
275,72.23,110.6,246.2,0.478,3079,0
266,82.47,100.2,238.4,0.312,1967,0
298,100.0,85.1,248.2,0.213,914,0
252,95.95,94.7,240.2,0.124,939,0
235,80.85,109.2,245.9,0.279,1975,0
264,81.2,107.4,242.1,0.338,2578,0
202,87.02,96.9,253.8,0.253,1581,0
297,65.0,113.0,241.7,0.415,4170,0
267,87.04,92.8,238.7,0.234,1573,0
204,55.26,123.2,227.5,0.488,4487,1
217,81.54,101.6,250.0,0.289,2049,0
201,74.08,110.2,233.9,0.315,2845,0
266,84.09,104.6,249.7,0.258,2541,0
266,60.0,122.5,215.6,0.485,3534,0
216,83.12,110.7,242.9,0.367,2412,0
254,60.0,133.2,226.8,0.464,4466,0
248,83.13,103.9,249.6,0.301,2239,0
248,70.68,107.3,234.1,0.347,3082,0
261,93.25,93.6,253.7,0.142,1224,0
285,81.36,104.8,245.4,0.282,2406,0
291,80.49,109.3,237.3,0.292,2802,0
215,84.53,97.8,249.4,0.326,1730,0
294,71.83,107.5,240.3,0.334,3493,0
257,91.69,98.1,238.9,0.157,1042,0
218,87.41,98.5,248.8,0.227,1609,0
293,74.97,109.0,235.9,0.363,2656,0
236,43.28,134.7,224.1,0.645,5031,1
244,76.26,108.6,241.0,0.294,2245,0
296,78.92,108.7,247.0,0.347,2825,0
257,69.15,106.6,241.3,0.388,3810,0
214,75.43,110.9,234.3,0.397,3225,0
206,74.08,114.8,235.2,0.339,2457,0
282,77.98,110.5,238.9,0.38,2218,0
234,78.06,117.1,246.9,0.288,2016,0
209,29.44,148.2,211.3,0.735,6833,1
204,80.31,106.4,243.6,0.316,1679,0
294,84.02,108.7,249.2,0.289,2173,0
257,82.49,105.1,243.2,0.243,1806,0
252,78.05,114.7,250.9,0.286,2730,0
259,86.84,104.5,242.0,0.202,1340,0
241,60.0,124.6,233.8,0.747,4520,0
295,76.41,110.0,241.9,0.323,2138,0
260,34.31,144.9,217.2,0.755,5627,1
263,62.21,122.0,218.9,0.421,3352,0
289,73.66,109.0,236.4,0.34,2531,0
200,85.49,105.0,234.1,0.34,2050,0
231,87.25,108.5,242.5,0.23,1611,0
283,50.96,124.4,225.1,0.709,4721,1
209,82.23,109.8,256.6,0.291,2219,0
232,28.52,151.7,217.7,0.767,6887,1
216,37.82,147.0,212.1,0.66,6148,1
271,75.33,108.6,240.1,0.306,2604,0
284,32.64,146.5,218.0,0.801,5877,1
226,62.9,126.6,232.7,0.443,3267,0
268,79.08,107.6,241.1,0.3,2087,0
276,65.0,123.0,229.9,0.421,3180,0
290,65.16,117.3,235.5,0.406,3424,0
292,81.86,104.6,244.1,0.316,2732,0
245,60.68,125.5,235.0,0.484,3704,0
207,83.94,105.3,248.7,0.297,2497,0
274,61.37,126.1,236.1,0.443,4058,0
254,78.63,106.8,241.4,0.293,1877,0
245,86.81,101.2,244.3,0.233,2027,0
254,78.64,112.0,245.2,0.359,2676,0
264,83.26,110.0,238.4,0.286,2267,0
228,75.63,107.4,224.3,0.316,2237,0
232,76.15,115.0,229.0,0.359,2052,0
234,73.4,109.5,226.6,0.322,3251,0
249,86.12,102.6,248.2,0.224,2075,0
267,86.75,102.4,246.0,0.23,1826,0
204,74.45,109.8,243.2,0.312,3086,0
229,87.55,99.9,248.8,0.295,1751,0
272,65.73,112.1,239.9,0.479,3624,0
203,57.96,128.6,236.2,0.461,4727,1
279,66.46,117.4,239.7,0.395,3025,0
276,40.85,140.1,225.8,0.623,5386,1
231,66.34,116.3,243.8,0.482,2996,0
262,73.44,115.5,250.4,0.336,2537,0
249,86.2,102.5,245.4,0.222,2187,0
225,79.22,103.1,250.3,0.271,2629,0
214,29.3,149.6,210.1,0.726,6693,1
296,78.26,104.3,237.4,0.281,2101,0
285,45.68,136.3,232.6,0.572,5194,1
289,85.72,104.9,245.3,0.268,1885,0
214,60.0,124.8,220.5,0.489,3554,0
296,72.93,114.7,230.4,0.568,2390,0
262,79.21,111.9,236.4,0.282,1986,0
251,84.46,99.9,236.9,0.228,2272,0
234,53.97,127.4,230.4,0.503,4593,1
223,79.51,100.2,236.0,0.28,2523,0
232,62.48,120.4,230.2,0.455,3317,0
217,59.96,121.6,226.8,0.465,3780,1
279,35.83,147.2,209.0,0.67,5739,1
294,79.0,109.7,233.0,0.33,2728,0
296,78.4,114.4,246.1,0.285,2006,0
289,73.89,110.2,240.1,0.323,2541,0
213,83.76,105.4,224.4,0.277,2215,0
274,92.72,99.2,244.7,0.186,1405,0
285,60.0,133.2,235.9,0.51,4449,0
251,47.96,136.0,227.3,0.56,5440,1
255,94.89,94.2,262.4,0.217,1442,0
238,83.93,104.2,242.1,0.235,2270,0
282,84.14,105.3,246.0,0.268,1529,0
270,63.99,126.1,227.4,0.46,3714,0
262,87.02,99.3,236.1,0.206,1242,0
200,90.09,95.6,249.2,0.179,1441,0
296,82.0,115.8,240.2,0.255,2470,0
252,73.44,108.1,253.9,0.337,2870,0
295,84.43,106.7,240.4,0.318,1738,0
267,69.62,117.5,233.3,0.4,3781,0
252,68.3,118.2,235.6,0.393,3066,0
275,51.76,126.1,231.6,0.523,4320,1
224,90.96,108.5,252.7,0.169,1380,0
245,72.57,114.0,227.5,0.338,2875,0
202,51.06,129.5,233.4,0.523,4570,1
274,65.0,114.4,232.3,0.404,3301,0
232,81.98,97.3,226.5,0.273,2725,0
209,44.46,140.0,222.0,0.627,5159,1
279,42.5,135.5,214.8,0.599,5552,1
223,75.35,109.9,246.0,0.302,2199,0
222,83.66,101.5,245.6,0.251,1947,0
214,30.99,150.8,221.0,0.702,6469,1
260,85.84,103.6,251.9,0.235,1625,0
233,58.92,127.9,227.2,0.458,3538,1
257,40.44,143.8,221.2,0.649,5697,1
234,50.2,129.5,231.9,0.553,4284,1
275,78.43,102.9,242.0,0.292,2099,0
237,74.75,110.9,233.7,0.357,3273,0
279,56.52,129.0,237.3,0.607,4109,1
246,74.03,112.5,238.4,0.39,2712,0
201,55.92,120.0,223.5,0.531,4377,1
243,51.86,131.1,237.5,0.539,5143,1
224,55.96,123.4,216.8,0.491,4054,1
249,87.56,100.7,241.7,0.206,2202,0
212,64.62,123.9,229.6,0.4,3902,0
275,79.38,97.6,246.4,0.267,1903,0
262,44.73,143.0,220.0,0.614,5603,1
214,78.93,103.7,236.8,0.358,2661,0
297,75.31,115.0,245.2,0.321,2847,0
235,23.85,158.1,215.3,0.788,6950,1
220,80.09,105.7,239.8,0.312,2644,0
200,81.39,107.6,243.7,0.265,2614,0
224,81.78,102.7,235.7,0.272,1633,0
202,85.73,95.2,243.3,0.212,1659,0
248,54.74,133.0,227.2,0.54,4493,1
260,85.09,99.9,236.5,0.218,2444,0
237,64.87,127.1,223.3,0.408,3577,0
287,60.0,127.5,228.1,0.45,3789,0
296,31.02,145.3,220.9,0.764,5980,1
230,70.61,117.3,239.8,0.357,3229,0
263,75.52,112.9,235.4,0.316,3046,0
240,61.36,129.7,246.8,0.485,4473,0
227,75.46,108.9,232.6,0.375,2856,0
220,82.07,104.3,245.9,0.258,2259,0
252,82.43,106.7,239.7,0.26,2173,0
214,33.46,146.6,223.2,0.766,6568,1
267,75.56,105.2,238.4,0.365,2685,0
288,83.69,107.9,242.1,0.261,1719,0
236,82.39,111.4,248.6,0.239,1926,0
257,21.66,157.2,208.4,0.79,7504,1
297,87.6,95.4,250.1,0.195,2043,0
270,78.91,107.5,240.2,0.334,2535,0
240,93.92,91.5,233.4,0.159,1391,0
288,77.07,108.5,252.8,0.29,1951,0
204,86.95,101.8,248.4,0.269,2265,0
258,87.3,103.4,243.7,0.209,1303,0
225,63.61,126.6,240.7,0.514,3409,0
218,84.41,105.8,238.1,0.237,1636,0
251,73.6,108.2,232.5,0.362,2580,0
271,69.91,118.3,227.5,0.366,2779,0
273,75.76,109.5,238.0,0.344,2087,0
274,44.75,136.3,218.1,0.579,5834,1
228,64.35,120.2,231.2,0.408,3526,0
241,80.27,107.3,232.8,0.342,1856,0
211,77.82,112.9,236.2,0.309,2421,0
261,90.38,100.2,249.9,0.167,1493,0
280,73.66,107.6,246.2,0.359,3140,0
248,91.9,90.9,248.3,0.268,1302,0
231,83.87,106.3,240.6,0.321,2154,0
233,79.67,109.4,245.1,0.304,1963,0
265,63.03,126.5,239.2,0.443,4178,0
267,36.42,143.6,224.3,0.694,6433,1
247,62.14,123.3,234.7,0.467,3316,0
224,72.6,115.2,232.9,0.335,2775,0
241,84.29,97.1,243.5,0.267,2335,0
232,65.77,112.6,235.1,0.546,3244,0
209,48.01,137.1,209.2,0.607,4536,1
240,93.07,97.4,248.9,0.182,653,0
284,33.75,151.7,226.4,0.686,5867,1
261,71.42,121.7,232.9,0.34,2695,0
213,100.0,88.8,241.6,0.082,895,0
285,66.18,117.3,229.9,0.401,2892,0
221,86.2,96.3,240.7,0.223,1841,0
261,72.04,115.8,243.7,0.344,3483,0
256,97.81,83.6,265.0,0.114,1315,0
272,74.69,107.6,239.5,0.394,2874,0
276,77.15,110.7,234.8,0.297,2420,0
229,61.91,119.7,224.3,0.472,3629,0
277,100.0,89.8,258.7,0.115,636,0
258,73.82,111.4,242.4,0.324,3239,0
234,84.8,98.5,251.2,0.22,1577,0
210,80.05,98.7,238.4,0.307,1913,0
256,74.49,114.5,248.3,0.337,2388,0
246,60.0,123.3,231.5,0.487,3997,0
247,77.72,110.3,236.0,0.318,2314,0
268,19.34,158.3,195.8,0.809,7973,1
270,83.19,104.0,240.2,0.253,1911,0
217,100.0,90.7,249.3,0.121,801,0
229,36.24,143.4,211.0,0.662,6430,1
290,42.04,137.9,223.3,0.609,5916,1
259,76.95,105.6,235.7,0.314,2180,0
241,34.98,155.2,211.0,0.692,6397,1
297,77.21,113.4,234.5,0.309,2691,0
267,72.66,119.2,228.9,0.335,2873,0
284,79.5,112.5,237.8,0.306,2738,0
246,75.06,110.1,235.5,0.319,2558,0
216,45.9,135.3,221.3,0.584,4672,1
273,38.12,142.6,220.8,0.682,5285,1
281,78.59,106.7,249.9,0.291,2583,0
258,76.7,113.3,245.7,0.332,2536,0
243,68.95,113.1,226.0,0.364,3559,0
212,75.25,106.8,244.2,0.357,3179,0
224,71.37,109.2,243.2,0.381,3189,0
292,68.06,115.9,239.5,0.394,3379,0
216,81.63,103.7,239.7,0.286,1781,0
266,75.31,108.5,247.7,0.319,2776,0
266,29.25,150.5,208.2,0.751,6624,1
247,76.4,105.4,245.9,0.299,2735,0
299,81.15,109.0,248.4,0.279,2190,0
267,80.86,101.9,245.0,0.276,2313,0
296,32.07,143.0,204.4,0.696,6679,1
226,36.73,141.2,218.9,0.705,6448,1
274,88.99,98.8,251.4,0.332,1559,0
276,68.2,120.5,235.3,0.368,3734,0
291,80.42,106.3,241.2,0.313,2383,0
241,67.95,110.8,232.6,0.43,3150,0
233,37.05,145.5,214.7,0.656,5791,1
280,88.91,101.3,245.8,0.186,1859,0
271,85.55,100.0,251.7,0.223,1807,0
227,52.94,130.7,222.4,0.544,4934,1
230,55.62,133.5,230.4,0.532,4459,1
