parcel_id,parcel_value,prior_claims,account_age_days,claim_lag_days,fraud_flag
5199,52.78,0,452,24,0
5200,69.33,2,1539,18,0
5201,58.71,0,1411,15,0
5202,31.05,0,1533,10,0
5203,26.47,8,269,0,1
5204,73.13,0,1044,9,0
5205,14.13,1,179,14,0
5206,6.76,0,241,7,0
5207,66.55,2,1568,6,0
5208,78.3,0,1354,16,0
5209,23.88,0,667,15,0
5210,10.4,0,1066,27,0
5211,25.91,2,290,22,0
5212,152.34,0,638,7,0
5213,22.47,0,1372,8,0
5214,27.44,0,966,23,0
5215,32.93,2,1297,18,0
5216,83.81,8,80,1,1
5217,15.93,0,661,22,0
5218,31.57,4,133,2,1
5219,60.07,2,1522,28,0
5220,19.04,2,1231,27,0
5221,38.02,0,684,23,0
5222,17.26,0,1576,8,0
5223,24.44,1,96,28,0
5224,154.41,1,1682,9,0
5225,34.02,0,518,16,0
5226,25.16,0,804,11,0
5227,200.0,1,1203,29,0
5228,43.14,0,899,28,0
5229,108.68,0,394,23,0
5230,123.38,0,823,25,0
5231,145.22,2,378,22,0
5232,74.96,2,1218,19,0
5233,78.86,0,1478,12,0
5234,10.12,0,348,20,0
5235,34.2,1,817,17,0
5236,12.99,0,1397,29,0
5237,20.48,0,677,6,0
5238,60.74,0,1752,8,0
5239,42.81,1,826,14,0
5240,70.02,0,950,10,0
5241,47.85,0,1756,16,0
5242,11.43,0,610,18,0
5243,11.69,0,1518,19,0
5244,23.26,2,1669,16,0
5245,30.1,0,1290,10,0
5246,32.77,0,105,5,0
5247,133.18,0,934,9,0
5248,22.72,0,1343,26,0
5249,108.14,0,1456,29,0
5250,37.68,0,1591,19,0
5251,10.41,1,352,19,0
5252,7.35,0,1510,19,0
5253,25.9,0,1221,21,0
5254,11.43,1,626,10,0
5255,16.08,1,1242,12,0
5256,50.67,0,210,11,0
5257,51.72,1,931,24,0
5258,5.0,1,922,5,0
5259,60.68,2,1273,5,0
5260,21.44,0,1666,13,0
5261,23.3,1,615,7,0
5262,111.87,1,1398,28,0
5263,24.44,2,1650,5,0
5264,29.25,0,221,17,0
5265,21.15,1,1242,24,0
5266,154.3,1,892,12,0
5267,50.4,0,824,14,0
5268,46.5,0,1094,20,0
5269,44.94,0,1667,24,0
5270,434.7,0,8,2,1
5271,69.1,0,489,23,0
5272,35.93,1,707,14,0
5273,49.35,0,1227,5,0
5274,8.12,0,193,16,0
5275,9.1,0,1112,25,0
5276,38.17,1,246,17,0
5277,23.99,0,1001,15,0
5278,100.91,2,624,22,0
5279,22.29,0,1242,10,0
5280,37.85,4,294,2,1
5281,26.7,1,921,15,0
5282,23.24,0,774,11,0
5283,31.91,0,978,28,0
5284,123.01,0,532,20,0
5285,73.4,0,1274,23,0
5286,6.86,0,474,5,0
5287,45.44,1,907,14,0
5288,61.41,0,1174,24,0
5289,67.14,1,924,24,0
5290,17.08,2,1084,18,0
5291,9.58,0,265,26,0
5292,26.92,1,527,5,0
5293,78.71,0,237,5,0
5294,166.06,0,168,19,0
5295,25.56,1,425,5,0
5296,47.39,2,1400,9,0
5297,28.95,0,326,6,0
5298,38.26,0,683,5,0
5299,9.93,0,672,26,0
5300,72.17,0,1275,17,0
5301,149.67,0,206,17,0
5302,14.29,1,996,24,0
5303,15.3,0,1437,27,0
5304,55.43,0,919,29,0
5305,36.66,0,181,12,0
5306,85.59,2,1019,13,0
5307,50.86,0,234,16,0
5308,18.1,0,1317,26,0
5309,106.82,0,1259,10,0
5310,15.39,1,236,27,0
5311,21.34,0,292,14,0
5312,28.26,0,1383,12,0
5313,48.83,2,1185,9,0
5314,204.89,0,23,1,1
5315,46.46,1,119,28,0
5316,29.78,0,270,20,0
5317,27.13,1,1542,23,0
5318,23.41,0,1535,15,0
5319,22.66,0,634,16,0
5320,51.58,1,1461,29,0
5321,18.55,0,842,7,0
5322,21.92,0,555,5,0
5323,23.25,1,634,12,0
5324,52.56,0,1407,29,0
5325,19.04,0,339,10,0
5326,42.76,0,1389,14,0
5327,74.08,1,1331,28,0
5328,10.55,1,785,27,0
5329,39.68,0,185,22,0
5330,46.52,2,778,12,0
5331,35.26,0,98,25,0
5332,69.12,1,1076,26,0
5333,34.36,2,1011,29,0
5334,18.19,1,1200,16,0
5335,53.03,0,310,23,0
5336,177.02,0,29,3,1
5337,135.32,1,368,27,0
5338,19.04,0,946,5,0
5339,24.23,0,291,17,0
5340,19.51,0,1750,11,0
5341,61.66,1,1390,9,0
5342,70.69,0,842,7,0
5343,25.5,0,1384,25,0
5344,113.38,0,567,15,0
5345,11.87,1,1041,11,0
5346,11.45,1,512,27,0
5347,44.93,1,600,9,0
5348,25.64,0,1646,7,0
5349,25.06,1,1385,29,0
5350,17.18,0,445,17,0
5351,151.76,1,628,29,0
5352,67.6,1,1538,19,0
5353,24.38,0,253,17,0
5354,14.05,0,946,10,0
5355,262.59,6,5,2,1
5356,5.0,0,310,21,0
5357,44.85,0,804,5,0
5358,7.71,1,402,15,0
5359,38.55,1,1402,23,0
5360,28.53,1,105,29,0
5361,66.45,0,1327,9,0
5362,23.52,0,100,22,0
5363,38.68,2,920,20,0
5364,30.68,0,820,27,0
5365,78.3,1,1646,24,0
5366,67.31,1,1043,20,0
5367,22.59,1,1518,22,0
5368,18.98,1,895,23,0
5369,79.02,2,1694,11,0
5370,164.48,0,1326,12,0
5371,56.9,1,814,10,0
5372,15.62,0,1485,18,0
5373,17.87,1,114,10,0
5374,20.83,0,324,22,0
5375,39.87,1,566,19,0
5376,11.72,2,1269,28,0
5377,36.67,1,493,13,0
5378,24.54,1,120,24,0
5379,62.05,1,1497,18,0
5380,482.3,6,6,0,1
5381,43.13,0,1016,9,0
5382,40.33,0,390,6,0
5383,40.6,8,319,1,1
5384,154.47,0,1781,28,0
5385,13.34,1,302,16,0
5386,21.95,0,515,25,0
5387,12.13,1,570,27,0
5388,14.59,1,659,12,0
5389,13.74,0,1506,7,0
5390,38.09,0,118,21,0
5391,34.51,0,973,24,0
5392,49.35,0,628,14,0
5393,62.05,1,1450,13,0
5394,6.71,0,1682,22,0
5395,7.81,1,323,25,0
5396,16.61,0,1407,12,0
5397,5.0,0,247,14,0
5398,24.06,0,1231,14,0
5399,12.88,0,139,26,0
5400,17.22,0,1581,23,0
5401,77.25,0,294,6,0
5402,19.17,0,458,13,0
5403,28.48,0,151,27,0
5404,15.97,0,272,22,0
5405,60.36,0,330,11,0
5406,13.73,1,1588,28,0
5407,13.76,0,1616,9,0
5408,200.0,2,616,22,0
5409,26.22,0,1208,21,0
5410,49.35,2,134,12,0
5411,15.6,0,686,8,0
5412,71.16,0,1080,16,0
5413,26.71,2,694,22,0
5414,21.11,0,1155,11,0
5415,28.71,0,1335,18,0
5416,43.24,1,1388,21,0
5417,182.23,0,542,28,0
5418,34.7,0,991,12,0
5419,58.42,0,263,21,0
5420,65.05,1,680,8,0
5421,30.94,0,1347,15,0
5422,6.96,0,1122,23,0
5423,15.59,0,543,23,0
5424,27.83,0,410,5,0
5425,33.56,1,208,15,0
5426,17.71,2,774,25,0
5427,78.72,0,1473,14,0
5428,21.14,1,476,9,0
5429,84.54,0,347,6,0
5430,123.54,1,349,24,0
5431,20.03,0,1171,20,0
5432,26.48,0,1353,8,0
5433,53.34,0,418,10,0
5434,69.32,5,36,0,1
5435,33.75,1,1221,13,0
5436,35.75,1,472,14,0
5437,46.67,0,1727,16,0
5438,13.41,2,108,9,0
5439,30.48,0,1736,16,0
5440,24.24,0,305,17,0
5441,71.5,1,1243,10,0
5442,152.38,0,1297,8,0
5443,66.65,0,1433,12,0
5444,36.15,2,652,10,0
5445,7.06,0,1560,5,0
5446,31.49,0,538,13,0
5447,11.38,0,1167,7,0
5448,52.04,0,413,18,0
5449,33.41,0,553,24,0
5450,20.0,4,113,0,1
5451,34.37,1,1483,11,0
5452,60.29,0,1593,14,0
5453,25.11,1,795,15,0
5454,20.02,0,279,14,0
5455,10.58,2,1287,5,0
5456,117.14,0,268,14,0
5457,90.99,0,1447,29,0
5458,20.3,0,944,25,0
5459,12.79,2,1167,8,0
5460,48.19,1,1092,16,0
5461,42.15,0,1286,16,0
5462,24.67,0,1132,17,0
5463,497.14,6,18,4,1
5464,65.63,0,318,12,0
5465,476.25,1,13,4,1
5466,24.37,0,1731,21,0
5467,22.53,1,286,11,0
5468,259.67,0,4,2,1
5469,9.91,2,575,5,0
5470,90.41,0,1312,12,0
5471,27.3,0,732,23,0
5472,31.86,2,526,5,0
5473,19.13,2,541,15,0
5474,15.73,1,1398,14,0
5475,13.33,1,1295,16,0
5476,17.05,0,479,19,0
5477,27.34,2,912,19,0
5478,38.32,1,496,7,0
5479,86.43,0,1715,12,0
5480,109.81,0,485,24,0
5481,42.88,0,1434,24,0
5482,56.88,0,217,7,0
5483,28.3,0,212,26,0
5484,24.04,0,124,25,0
5485,14.16,2,1129,10,0
5486,30.25,1,1476,8,0
5487,102.82,0,1354,12,0
5488,29.96,1,1061,15,0
5489,44.98,0,553,22,0
5490,27.85,6,232,2,1
5491,24.31,0,1335,23,0
5492,24.91,2,844,11,0
5493,28.98,1,343,6,0
5494,50.69,0,444,24,0
5495,200.0,0,150,13,0
5496,23.06,0,251,5,0
5497,80.99,2,810,16,0
5498,75.72,0,151,16,0
5499,235.47,4,16,3,1
5500,31.67,0,1124,21,0
5501,38.45,0,631,29,0
5502,16.11,0,823,6,0
5503,14.78,0,1654,23,0
5504,11.31,1,909,13,0
5505,24.88,1,1140,10,0
5506,20.29,1,1324,23,0
5507,15.3,0,544,5,0
5508,84.1,0,654,21,0
5509,5.0,0,1229,6,0
5510,17.95,1,1259,24,0
5511,17.09,1,296,25,0
5512,11.08,0,214,17,0
5513,22.59,0,1175,20,0
5514,39.83,0,441,24,0
5515,35.08,0,280,21,0
5516,112.44,2,1771,19,0
5517,34.31,0,771,11,0
5518,96.36,7,66,2,1
5519,6.74,1,500,21,0
5520,37.45,0,793,19,0
5521,30.66,0,247,20,0
5522,100.8,1,1005,8,0
5523,62.91,1,1631,17,0
5524,5.89,0,902,22,0
5525,71.92,1,1270,7,0
5526,12.06,2,585,22,0
5527,42.91,1,1018,16,0
5528,19.72,1,516,18,0
5529,21.84,2,1684,18,0
5530,78.33,0,1741,17,0
5531,74.71,0,881,9,0
5532,162.63,0,505,22,0
5533,16.05,0,495,21,0
5534,84.41,1,276,25,0
5535,13.37,0,1161,18,0
5536,101.82,1,131,19,0
5537,65.74,0,450,24,0
5538,17.19,0,1073,15,0
5539,13.43,0,622,16,0
5540,118.27,2,759,22,0
5541,40.01,1,1314,24,0
5542,16.44,0,1732,6,0
5543,21.25,0,254,11,0
5544,33.77,0,1358,12,0
5545,18.65,1,1248,12,0
5546,22.75,2,587,5,0
5547,93.02,1,1418,5,0
5548,49.75,1,1156,25,0
5549,13.74,2,758,26,0
5550,13.91,1,1276,23,0
5551,9.15,1,1185,23,0
5552,61.93,1,137,9,0
5553,76.43,0,678,28,0
5554,42.56,1,526,25,0
5555,39.04,0,1543,14,0
5556,20.02,2,1185,17,0
5557,17.16,1,165,22,0
5558,8.52,1,750,25,0
5559,11.5,1,1531,16,0
5560,24.87,1,1268,25,0
5561,396.11,0,9,0,1
5562,20.32,0,1584,21,0
5563,29.14,0,192,25,0
5564,14.44,2,452,22,0
5565,9.91,1,867,21,0
5566,10.62,0,877,23,0
5567,55.46,2,868,19,0
5568,160.95,0,837,20,0
5569,8.88,0,871,27,0
5570,108.85,1,158,25,0
5571,102.4,0,397,22,0
5572,49.96,0,716,10,0
5573,25.9,0,1089,12,0
5574,16.09,0,140,26,0
5575,25.96,1,325,29,0
5576,22.77,1,1323,27,0
5577,16.19,1,1765,11,0
5578,18.62,2,1202,16,0
5579,42.69,2,1738,11,0
5580,34.04,1,417,27,0
5581,43.63,0,452,17,0
5582,45.27,0,1125,20,0
5583,333.17,4,17,0,1
5584,50.63,1,1046,16,0
5585,26.4,0,1216,24,0
5586,17.73,1,748,24,0
5587,25.28,1,1223,26,0
5588,66.82,0,592,11,0
5589,29.71,1,302,15,0
5590,51.75,0,1023,25,0
5591,72.17,0,247,7,0
5592,14.6,1,432,5,0
5593,114.0,0,1757,22,0
5594,87.88,0,894,17,0
5595,91.3,1,1288,18,0
5596,22.51,0,293,29,0
5597,17.94,1,1705,14,0
5598,25.0,2,719,25,0
5599,31.26,2,1070,8,0
5600,28.72,0,568,5,0
5601,29.63,0,893,25,0
5602,10.21,1,1441,10,0
5603,29.88,1,1472,24,0
5604,33.7,0,108,27,0
5605,191.02,0,2,0,1
5606,41.65,1,1485,13,0
5607,109.08,1,940,7,0
5608,37.72,2,382,19,0
5609,23.85,1,354,22,0
5610,5.19,1,1509,18,0
5611,95.39,2,1120,27,0
5612,28.98,1,1579,5,0
5613,45.04,0,1638,5,0
5614,85.64,1,1143,12,0
5615,25.82,0,654,22,0
5616,8.59,1,858,29,0
5617,125.44,1,1199,9,0
5618,25.17,0,599,15,0
5619,52.21,0,1765,15,0
5620,16.42,1,210,17,0
5621,19.0,2,317,8,0
5622,12.74,0,339,26,0
5623,130.21,0,1506,29,0
5624,89.15,0,953,26,0
5625,21.7,0,1257,20,0
5626,33.09,1,835,27,0
5627,59.47,0,1415,24,0
5628,55.02,1,1149,14,0
5629,15.05,0,167,16,0
5630,19.65,0,214,15,0
5631,10.95,1,1621,14,0
5632,160.69,2,1565,24,0
5633,56.4,1,1358,29,0
5634,47.62,0,660,12,0
5635,42.57,0,540,5,0
5636,88.73,0,236,20,0
5637,91.79,1,1439,25,0
5638,49.79,0,151,12,0
5639,14.35,0,583,18,0
5640,8.77,0,862,27,0
5641,71.67,1,398,28,0
5642,37.32,2,992,6,0
5643,11.97,0,932,15,0
5644,81.09,1,1004,22,0
5645,68.48,2,574,22,0
5646,9.55,0,1593,25,0
5647,24.47,0,890,6,0
5648,20.38,0,1585,11,0
5649,68.93,1,456,10,0
5650,37.22,1,550,24,0
5651,86.39,0,1141,15,0
5652,9.29,1,186,12,0
5653,10.22,0,1294,7,0
5654,200.0,1,955,6,0
5655,18.55,1,1084,21,0
5656,31.57,2,501,7,0
5657,353.13,4,7,2,1
5658,56.05,2,1705,23,0
5659,56.26,1,913,27,0
5660,200.0,0,660,19,0
5661,17.13,1,1260,24,0
5662,13.35,0,1312,24,0
5663,14.45,1,198,11,0
5664,116.41,0,1015,24,0
5665,13.47,0,1228,5,0
5666,28.76,0,1423,21,0
5667,50.5,0,938,20,0
5668,62.6,1,953,10,0
5669,45.05,0,368,15,0
5670,55.88,2,1049,18,0
5671,41.29,0,1301,18,0
5672,37.76,1,1174,17,0
5673,25.37,2,837,27,0
5674,75.37,0,1793,20,0
5675,29.17,2,584,9,0
5676,16.7,0,1365,19,0
5677,11.9,0,1746,7,0
5678,30.68,1,517,26,0
5679,19.98,1,1798,27,0
5680,19.17,1,1065,20,0
5681,51.46,1,1258,13,0
5682,71.81,0,1498,10,0
5683,18.9,1,715,29,0
5684,27.46,1,172,8,0
5685,35.9,2,1102,7,0
5686,64.99,2,1473,9,0
5687,13.21,1,1710,6,0
5688,56.44,0,245,19,0
5689,19.11,0,492,18,0
5690,82.84,0,369,21,0
5691,21.59,0,243,26,0
5692,5.0,1,179,6,0
5693,39.25,0,258,28,0
5694,31.87,0,602,5,0
5695,29.57,1,899,11,0
5696,78.97,0,1661,28,0
5697,27.6,1,267,25,0
5698,24.44,0,1447,16,0
5699,106.69,1,1234,13,0
5700,32.24,0,482,6,0
5701,9.53,0,902,12,0
5702,9.06,1,1248,17,0
5703,48.77,1,492,20,0
5704,16.52,1,1739,7,0
5705,8.7,0,1098,17,0
5706,39.2,0,877,17,0
5707,44.86,2,1499,8,0
5708,38.02,0,973,7,0
5709,29.96,0,484,9,0
5710,63.75,1,1373,13,0
5711,7.7,1,498,9,0
5712,15.42,1,1183,12,0
5713,13.8,1,1325,24,0
5714,24.77,2,1784,11,0
5715,24.01,1,636,17,0
5716,64.13,0,1021,17,0
5717,38.88,0,1785,9,0
5718,34.91,2,205,28,0
5719,23.04,0,1789,14,0
5720,29.98,2,909,28,0
5721,47.63,0,1487,7,0
5722,19.76,0,925,24,0
5723,71.44,1,1118,16,0
5724,50.93,0,514,22,0
5725,156.91,0,1177,19,0
5726,32.93,1,1573,7,0
5727,105.58,1,884,27,0
5728,12.09,0,1712,10,0
5729,152.21,0,8,4,1
5730,22.46,0,951,19,0
5731,51.88,2,390,20,0
5732,24.62,1,635,17,0
5733,37.26,0,1723,18,0
5734,15.25,2,1634,18,0
5735,29.94,0,778,13,0
5736,15.9,2,1782,25,0
5737,22.32,1,1028,12,0
5738,200.0,1,274,29,0
5739,21.11,0,341,21,0
5740,16.87,1,1180,24,0
5741,47.37,0,426,12,0
5742,38.47,0,1238,26,0
5743,30.97,0,863,7,0
5744,27.25,0,304,14,0
5745,30.71,0,326,9,0
5746,17.31,0,1086,13,0
5747,20.0,6,337,2,1
5748,83.7,2,1187,17,0
5749,108.06,0,1745,11,0
5750,13.15,1,424,22,0
5751,37.83,0,106,6,0
5752,80.48,0,721,23,0
5753,69.51,1,1652,14,0
5754,41.87,0,1636,21,0
5755,40.14,1,1386,13,0
5756,7.5,2,519,11,0
5757,99.28,1,123,28,0
5758,21.43,1,1458,26,0
5759,25.74,0,476,21,0
5760,86.88,2,1458,11,0
5761,32.36,0,1314,29,0
5762,33.92,0,1188,9,0
5763,43.95,1,1195,26,0
5764,37.7,1,1093,22,0
5765,33.26,1,1431,5,0
5766,14.61,1,938,7,0
5767,70.13,1,994,28,0
5768,81.96,0,244,22,0
5769,25.03,0,1258,26,0
5770,27.27,0,1242,8,0
5771,25.75,1,1263,28,0
5772,132.7,2,1206,24,0
5773,13.94,0,205,6,0
5774,14.23,0,267,24,0
5775,61.96,0,96,6,0
5776,19.7,0,666,21,0
5777,87.98,1,1665,24,0
5778,40.22,1,681,19,0
5779,125.37,2,1019,27,0
5780,53.95,1,619,18,0
5781,83.88,1,548,23,0
5782,19.09,0,462,7,0
5783,26.61,0,544,6,0
5784,26.28,0,1523,23,0
5785,5.73,1,1235,19,0
5786,16.75,0,875,29,0
5787,200.0,1,1620,6,0
5788,20.14,2,861,14,0
5789,9.08,1,812,27,0
5790,87.3,0,318,24,0
5791,12.79,0,704,22,0
5792,11.62,0,1295,10,0
5793,118.36,0,614,25,0
5794,42.99,0,449,29,0
5795,73.44,2,1254,19,0
5796,84.42,0,781,5,0
5797,16.43,1,335,15,0
5798,52.5,0,515,29,0
5799,20.78,1,1514,5,0
5800,20.9,0,297,8,0
5801,20.0,6,331,2,1
5802,5.43,1,1372,26,0
5803,19.34,1,578,20,0
5804,16.88,0,795,21,0
5805,58.8,1,637,16,0
5806,200.0,1,305,20,0
5807,34.96,2,506,18,0
5808,31.16,1,969,18,0
5809,105.69,4,177,1,1
5810,23.45,2,1417,28,0
5811,32.92,0,502,11,0
5812,56.52,1,1395,28,0
5813,15.89,2,861,7,0
5814,84.39,0,572,15,0
5815,38.28,0,1057,29,0
5816,200.0,0,1116,19,0
5817,31.69,1,265,13,0
5818,34.26,0,673,21,0
5819,28.07,0,823,8,0
5820,33.43,2,338,25,0
5821,20.59,0,1190,8,0
5822,12.11,0,675,22,0
5823,66.35,0,1796,27,0
5824,11.52,0,1395,28,0
5825,83.05,1,993,6,0
5826,80.3,0,1584,11,0
5827,22.77,0,1741,18,0
5828,10.43,0,124,5,0
5829,5.0,0,1704,18,0
5830,66.32,0,1615,17,0
5831,6.12,0,997,24,0
5832,24.0,0,1182,20,0
5833,87.5,0,1031,14,0
5834,30.72,0,1544,15,0
5835,31.68,0,1510,9,0
5836,49.38,0,1327,11,0
5837,58.21,1,215,17,0
5838,79.24,2,1432,15,0
5839,8.77,0,619,20,0
5840,33.13,0,1120,10,0
5841,43.77,1,879,28,0
5842,58.04,0,946,29,0
5843,66.03,1,1436,14,0
5844,45.24,1,715,24,0
5845,42.6,1,1586,6,0
5846,67.44,1,1744,17,0
5847,87.36,0,1187,10,0
5848,23.99,0,386,15,0
5849,28.11,1,401,7,0
5850,13.67,0,110,27,0
5851,64.01,1,829,12,0
5852,10.7,0,1503,12,0
5853,126.08,1,1263,16,0
5854,177.11,1,490,5,0
5855,88.54,1,613,23,0
5856,9.14,1,565,8,0
5857,7.53,1,1320,19,0
5858,139.14,0,779,13,0
5859,61.84,0,1746,15,0
5860,13.72,0,808,9,0
5861,32.31,2,794,14,0
5862,32.5,1,729,22,0
5863,10.17,0,945,11,0
5864,46.42,0,1364,26,0
5865,119.19,0,1396,28,0
5866,6.03,2,805,19,0
5867,16.38,0,1261,5,0
5868,7.27,0,821,21,0
5869,18.23,1,114,13,0
5870,76.44,1,1038,9,0
5871,22.96,0,709,7,0
5872,37.26,0,1595,21,0
5873,19.45,1,1578,10,0
5874,32.74,0,1763,20,0
5875,38.93,2,1797,25,0
5876,71.53,1,1217,20,0
5877,6.52,1,374,28,0
5878,82.89,0,1042,20,0
5879,52.43,0,1325,7,0
5880,36.09,1,457,20,0
5881,109.05,1,1276,27,0
5882,11.41,2,905,20,0
5883,19.22,0,1168,13,0
5884,13.64,2,1120,13,0
5885,14.98,2,1124,12,0
5886,11.91,1,964,29,0
5887,29.84,2,960,18,0
5888,89.44,1,1383,17,0
5889,59.25,0,127,7,0
5890,49.14,2,306,5,0
5891,15.73,0,114,28,0
5892,86.67,1,1587,11,0
5893,30.23,1,755,24,0
5894,66.0,0,1115,18,0
5895,16.04,2,1631,28,0
5896,27.1,2,759,22,0
5897,50.33,1,1409,19,0
5898,34.31,1,830,18,0
5899,40.85,1,1166,29,0
5900,63.65,0,1094,10,0
5901,38.42,0,793,13,0
5902,15.86,1,538,10,0
5903,28.93,1,1515,17,0
5904,13.73,0,511,6,0
5905,21.16,0,821,11,0
5906,69.77,0,1357,8,0
5907,53.09,0,624,8,0
5908,23.29,2,116,16,0
5909,56.6,1,1572,24,0
5910,37.88,7,354,0,1
5911,85.82,1,501,13,0
5912,104.86,0,1426,16,0
5913,224.15,0,15,0,1
5914,53.84,6,269,1,1
5915,34.01,1,1118,28,0
5916,9.5,0,1069,8,0
5917,16.57,1,1622,13,0
5918,13.77,0,827,16,0
5919,45.67,1,353,10,0
5920,48.44,0,1184,27,0
5921,19.59,0,1290,5,0
5922,15.09,0,904,28,0
5923,27.66,1,1463,25,0
5924,116.83,1,1030,6,0
5925,13.54,0,968,13,0
5926,16.48,0,916,12,0
5927,8.67,0,829,12,0
5928,40.35,0,1410,13,0
5929,65.35,1,423,14,0
5930,14.32,0,647,8,0
5931,28.72,1,1050,25,0
5932,23.41,0,688,18,0
5933,29.05,0,1778,28,0
5934,73.61,0,1443,22,0
5935,12.84,0,755,25,0
5936,69.97,2,1626,12,0
5937,97.84,4,205,2,1
5938,15.24,0,1425,9,0
5939,38.99,1,348,20,0
5940,13.66,0,756,6,0
5941,12.33,2,394,24,0
5942,88.0,0,1213,23,0
5943,17.21,0,1006,27,0
5944,6.37,0,418,23,0
5945,9.76,0,204,12,0
5946,37.9,0,978,25,0
5947,52.16,0,1115,14,0
5948,132.4,1,1033,28,0
5949,11.64,0,525,10,0
5950,16.07,0,478,13,0
5951,13.42,0,1015,17,0
5952,101.18,1,219,8,0
5953,16.33,0,1341,27,0
5954,25.95,0,176,15,0
5955,9.35,0,1753,14,0
5956,114.06,1,817,12,0
5957,31.85,0,472,5,0
5958,122.6,4,124,2,1
5959,92.83,0,787,8,0
5960,67.89,2,1304,21,0
5961,60.33,1,417,17,0
5962,22.86,1,176,23,0
5963,14.26,0,408,17,0
5964,56.21,1,543,16,0
5965,183.86,2,555,16,0
5966,17.37,1,473,23,0
5967,80.72,0,1641,6,0
5968,52.39,0,1500,5,0
5969,71.07,0,267,22,0
5970,6.71,0,434,16,0
5971,26.89,0,323,19,0
5972,17.28,0,1798,24,0
5973,15.44,0,471,25,0
5974,30.61,1,313,26,0
5975,17.93,0,1596,29,0
5976,40.5,2,539,22,0
5977,30.05,0,234,14,0
5978,34.85,0,636,10,0
5979,12.17,0,116,11,0
5980,32.89,0,1778,26,0
5981,176.5,1,538,29,0
5982,9.59,1,1353,21,0
5983,200.0,0,655,20,0
5984,279.57,6,10,2,1
5985,28.91,1,313,8,0
5986,7.95,0,1580,25,0
5987,49.28,8,360,1,1
5988,33.05,2,1720,26,0
5989,52.1,0,1262,6,0
5990,51.16,0,1329,20,0
5991,28.72,0,1138,15,0
5992,50.92,1,1085,5,0
5993,16.78,0,1183,13,0
5994,61.13,2,126,27,0
5995,15.04,0,1358,25,0
5996,18.39,1,1658,13,0
5997,226.67,1,29,0,1
5998,20.39,0,255,17,0
5999,85.88,0,1173,7,0
6000,10.76,0,647,29,0
6001,141.63,0,1203,19,0
6002,30.48,1,1306,27,0
6003,61.68,0,1183,29,0
6004,16.68,1,692,7,0
6005,17.53,1,651,9,0
6006,24.13,0,346,12,0
6007,10.97,2,1304,24,0
6008,168.06,0,919,13,0
6009,34.27,0,486,14,0
6010,28.79,7,135,2,1
6011,24.19,1,760,20,0
6012,73.8,0,502,20,0
6013,42.48,2,165,29,0
6014,18.59,0,809,24,0
6015,46.01,1,1148,22,0
6016,30.51,0,1698,12,0
6017,11.51,0,762,5,0
6018,120.97,4,85,0,1
6019,31.73,1,571,28,0
6020,27.75,0,1239,20,0
6021,22.1,0,1753,10,0
6022,67.37,0,178,20,0
6023,197.8,1,695,12,0
6024,107.98,0,275,6,0
6025,41.97,1,525,22,0
6026,54.08,1,172,22,0
6027,28.26,0,1175,8,0
6028,51.68,1,530,17,0
6029,82.01,2,861,13,0
6030,24.4,0,1034,7,0
6031,34.83,1,1188,7,0
6032,319.16,0,21,3,1
6033,31.98,0,919,10,0
6034,47.94,0,971,15,0
6035,10.07,0,570,19,0
6036,17.96,1,1043,28,0
6037,14.95,1,514,18,0
6038,402.85,1,1,0,1
6039,200.0,0,1657,15,0
6040,21.58,0,681,8,0
6041,33.81,2,604,28,0
6042,73.68,1,508,5,0
6043,14.53,2,1525,17,0
6044,23.57,1,486,21,0
6045,44.74,0,1460,5,0
6046,6.33,0,1757,22,0
6047,60.5,1,1237,13,0
6048,96.46,0,1237,23,0
6049,21.59,2,1679,28,0
6050,23.67,0,471,8,0
6051,38.82,0,168,24,0
6052,36.28,0,366,12,0
6053,72.54,0,1005,10,0
6054,56.98,1,1227,17,0
6055,7.78,0,1026,11,0
6056,55.32,1,560,29,0
6057,30.67,1,443,7,0
6058,48.66,1,99,23,0
6059,19.78,0,1579,9,0
6060,25.44,2,1792,25,0
6061,103.82,0,163,14,0
6062,48.55,0,1745,21,0
6063,67.16,0,1315,14,0
6064,65.31,1,973,6,0
6065,39.61,0,935,19,0
6066,104.06,1,1430,26,0
6067,67.88,1,451,6,0
6068,15.56,0,1203,28,0
6069,26.67,1,129,24,0
6070,58.01,0,1299,9,0
6071,46.45,0,719,10,0
6072,70.93,0,450,19,0
6073,403.71,3,6,4,1
6074,35.31,0,737,7,0
6075,29.52,0,814,29,0
6076,27.63,0,1513,27,0
6077,59.68,1,445,29,0
6078,19.01,0,1631,20,0
6079,18.09,0,1661,26,0
6080,25.0,1,1695,23,0
6081,16.53,0,1262,20,0
6082,25.7,0,1581,23,0
6083,53.29,2,1193,6,0
6084,14.4,2,146,8,0
6085,23.99,0,1149,26,0
6086,21.66,2,278,6,0
6087,24.03,0,960,7,0
6088,25.45,1,1069,25,0
6089,39.09,0,358,13,0
6090,92.69,1,465,17,0
6091,11.09,1,249,8,0
6092,54.9,0,1152,19,0
6093,48.66,0,713,23,0
6094,358.1,4,13,5,1
6095,10.71,2,200,5,0
6096,82.12,0,1489,29,0
6097,17.4,1,368,23,0
6098,31.65,0,909,17,0
6099,61.6,0,964,26,0
6100,28.47,0,181,15,0
6101,73.03,2,1436,8,0
6102,6.85,1,861,11,0
