parcel_id,order_date,region,driver_id,vehicle_id,parcel_value,parcel_volume,vehicle_health_score,fraud_flag,is_delayed,delivery_date
5257,2024-06-12,MY,1083,265,142.39,68,70.55137622567055,0,1,2024-06-17
5258,2024-02-27,SG,1021,252,30.93,66,75.47604198801534,0,1,2024-03-03
5259,2024-01-13,SG,1060,286,27.0,58,83.67515127845124,0,0,2024-01-16
5260,2024-02-21,PH,1020,298,15.57,50,64.01309788067184,0,0,2024-02-25
5261,2024-02-27,VN,1036,259,111.09,66,77.46649130550762,0,1,2024-02-29
5262,2024-02-01,ID,1026,236,93.42,55,64.69305238012016,0,0,2024-02-04
5263,2024-04-14,PH,1034,260,25.79,51,98.69908164390304,0,0,2024-04-17
5264,2024-03-23,TH,1037,295,1.55,42,64.95368255545159,0,0,2024-03-24
5265,2024-04-08,PH,1059,252,29.59,66,58.79639645805642,0,1,2024-04-13
5266,2024-04-13,TH,1069,211,9.97,64,60.707037109543776,0,0,2024-04-17
5267,2024-01-28,TH,1031,234,7.7,57,72.95080638026042,0,0,2024-02-01
5268,2024-05-08,MY,1079,266,24.97,58,56.27022526863434,0,0,2024-05-09
5269,2024-06-18,MY,1091,297,5.22,58,89.0943832443377,0,0,2024-06-21
5270,2024-02-17,TH,1079,237,157.87,54,71.33809097809795,0,0,2024-02-19
5271,2024-02-09,VN,1026,223,2.44,47,72.90093701741048,0,0,2024-02-12
5272,2024-04-06,MY,1002,280,25.66,46,54.454004664383696,0,0,2024-04-08
5273,2024-04-23,MY,1048,239,8.88,44,100.0,0,0,2024-04-26
5274,2024-05-11,SG,1084,264,58.37,56,85.8719457689095,0,0,2024-05-13
5275,2024-06-14,PH,1029,256,4.1,67,43.79123787054227,0,1,2024-06-16
5276,2024-06-03,SG,1021,271,39.57,51,100.0,0,0,2024-06-07
5277,2024-05-16,VN,1018,278,74.16,63,57.78364042468749,0,0,2024-05-17
5278,2024-04-20,MY,1030,244,149.85,61,80.50490744540713,0,0,2024-04-24
5279,2024-05-23,MY,1019,288,59.95,60,66.1794609453085,0,0,2024-05-26
5280,2024-03-16,ID,1018,271,5.24,57,48.79326394210969,0,0,2024-03-17
5281,2024-01-31,VN,1001,295,4.63,47,65.60189693381754,0,0,2024-02-03
5282,2024-04-28,PH,1039,212,65.76,54,48.481999348584736,0,0,2024-05-02
5283,2024-05-21,PH,1038,278,12.12,41,77.38523771180202,0,0,2024-05-24
5284,2024-01-25,PH,1090,205,29.64,68,75.40264383764361,0,1,2024-01-27
5285,2024-02-03,VN,1071,296,187.8,47,58.197366267284124,0,0,2024-02-05
5286,2024-03-07,ID,1053,270,85.71,52,76.59145690423497,0,0,2024-03-11
5287,2024-05-31,ID,1026,296,93.73,62,61.03980428442996,0,0,2024-06-03
5288,2024-04-27,SG,1078,246,98.58,63,52.24293675133475,0,0,2024-04-29
5289,2024-03-13,VN,1011,292,48.32,52,56.97494658568917,0,0,2024-03-15
5290,2024-01-26,VN,1077,243,68.12,61,93.68367348169873,0,0,2024-01-27
5291,2024-05-27,ID,1070,231,22.23,57,75.12071165574282,0,0,2024-05-30
5292,2024-04-13,TH,1016,202,323.35,64,65.77251273917767,0,0,2024-04-14
5293,2024-01-10,TH,1089,253,16.4,56,73.65840309444087,0,0,2024-01-13
5294,2024-03-07,SG,1083,283,44.58,52,68.809509799127,0,0,2024-03-09
5295,2024-05-31,TH,1009,277,16.57,62,65.5739388359611,0,0,2024-06-03
5296,2024-01-05,TH,1018,291,5.94,46,77.89852181076354,0,0,2024-01-09
5297,2024-01-27,TH,1081,237,41.92,51,72.90158320683796,0,0,2024-01-29
5298,2024-04-22,MY,1029,203,21.8,72,87.71552092010282,0,1,2024-04-27
5299,2024-01-15,SG,1029,278,43.76,65,77.16762680360982,0,1,2024-01-17
5300,2024-06-11,ID,1024,216,40.9,52,92.90017904148723,0,0,2024-06-15
5301,2024-04-14,TH,1087,236,39.07,51,68.25254956460964,0,0,2024-04-15
5302,2024-02-13,PH,1073,287,6.58,48,72.89833306537824,0,0,2024-02-14
5303,2024-01-26,MY,1065,235,29.01,61,83.73692818072944,0,0,2024-01-30
5304,2024-06-23,TH,1095,257,83.57,55,43.221102867567296,0,0,2024-06-26
5305,2024-06-10,MY,1034,240,18.93,50,73.68117224570261,0,0,2024-06-14
5306,2024-04-04,SG,1050,207,29.33,41,65.70170583880571,0,0,2024-04-07
5307,2024-06-26,PH,1070,266,34.04,56,79.57949747268194,0,0,2024-06-27
5308,2024-03-24,PH,1070,229,99.29,71,76.21522031105951,0,1,2024-03-29
5309,2024-05-19,PH,1026,285,53.3,49,65.13379793727196,0,0,2024-05-23
5310,2024-05-11,TH,1009,251,5.28,56,74.98376574710332,0,0,2024-05-14
5311,2024-03-27,MY,1096,296,100.19,59,69.95044964667598,0,0,2024-03-31
5312,2024-06-24,PH,1042,224,89.21,57,57.89763076969803,0,0,2024-06-28
5313,2024-04-21,VN,1054,251,70.05,52,77.77039269278279,0,0,2024-04-24
5314,2024-05-08,VN,1070,258,31.37,58,89.9824177485683,0,0,2024-05-11
5315,2024-03-29,MY,1005,229,70.85,55,92.8939643451762,0,0,2024-03-31
5316,2024-03-06,TH,1005,266,32.58,48,48.42341445419706,0,0,2024-03-09
5317,2024-06-06,TH,1076,203,66.71,58,56.032799491366454,0,0,2024-06-07
5318,2024-05-10,SG,1047,292,106.06,59,60.163004992183915,0,0,2024-05-11
5319,2024-05-01,SG,1076,256,110.61,59,76.5407920880802,0,0,2024-05-04
5320,2024-05-28,PH,1001,262,30.31,71,89.99620016481751,0,1,2024-05-31
5321,2024-03-24,ID,1082,231,98.07,71,74.23452420244222,0,1,2024-03-27
5322,2024-06-25,SG,1050,286,5.35,60,71.40031556929068,0,0,2024-06-29
5323,2024-04-25,TH,1060,282,5.37,59,86.97327500120919,0,0,2024-04-27
5324,2024-04-25,ID,1018,278,39.73,59,92.0448446957293,0,0,2024-04-26
5325,2024-02-07,SG,1001,250,52.76,54,95.95468909605898,0,0,2024-02-08
5326,2024-05-22,MY,1050,262,8.3,54,60.13910218684234,0,0,2024-05-25
5327,2024-04-19,VN,1025,279,31.95,49,88.08037472804521,0,0,2024-04-22
5328,2024-06-28,SG,1069,286,4.96,49,65.35884518926093,0,0,2024-07-02
5329,2024-02-15,SG,1019,200,46.08,66,75.96699780110873,0,1,2024-02-19
5330,2024-01-25,MY,1022,218,96.58,68,61.15543136835795,0,1,2024-01-28
5331,2024-01-21,TH,1053,234,66.9,56,64.96263232046473,0,0,2024-01-25
5332,2024-04-30,PH,1014,262,23.76,45,73.47906126836929,0,0,2024-05-03
5333,2024-05-01,MY,1005,293,254.11,59,68.04319862186173,0,0,2024-05-04
5334,2024-05-12,PH,1091,280,54.37,49,71.6550416256507,0,0,2024-05-15
5335,2024-03-10,SG,1034,225,84.44,57,79.23020725949607,0,0,2024-03-13
5336,2024-04-22,TH,1074,212,55.39,72,55.29875821813206,0,1,2024-04-26
5337,2024-04-16,ID,1007,285,227.42,49,76.34610629862998,0,0,2024-04-17
5338,2024-04-21,SG,1056,222,86.12,52,71.30275219377219,0,0,2024-04-25
5339,2024-04-17,MY,1049,296,36.64,63,91.2268764948626,0,0,2024-04-18
5340,2024-02-16,ID,1048,290,22.85,65,65.8893309423278,0,1,2024-02-21
5341,2024-03-31,VN,1087,234,57.31,38,79.15872395718192,0,0,2024-04-02
5342,2024-01-18,ID,1020,211,44.61,42,77.15272988736854,0,0,2024-01-20
5343,2024-05-28,MY,1035,208,49.62,71,82.59341291326663,0,1,2024-05-31
5344,2024-04-13,ID,1070,297,21.0,64,71.85994671832523,0,0,2024-04-17
5345,2024-05-30,MY,1068,277,27.99,62,100.0,0,0,2024-05-31
5346,2024-02-09,SG,1057,266,40.83,47,59.764644806301106,0,0,2024-02-10
5347,2024-05-17,TH,1062,243,91.41,53,70.57997162018842,0,0,2024-05-20
5348,2024-03-29,VN,1092,260,71.97,55,77.0092840180331,0,0,2024-04-02
5349,2024-06-28,TH,1015,220,6.32,49,93.22345998686376,0,0,2024-06-30
5350,2024-03-01,TH,1005,206,14.09,47,63.50399970280044,0,0,2024-03-05
5351,2024-01-05,TH,1077,296,1.35,46,79.51491340442614,0,0,2024-01-08
5352,2024-05-01,MY,1051,298,0.4,59,50.408696946275285,0,0,2024-05-02
5353,2024-02-24,MY,1001,210,12.7,52,62.705215565053265,0,0,2024-02-27
5354,2024-02-06,VN,1088,244,80.3,54,46.98016466969315,0,0,2024-02-09
5355,2024-02-25,MY,1094,231,117.56,47,67.94544938817143,0,0,2024-02-28
5356,2024-04-11,PH,1076,285,24.86,47,53.832658582567674,0,0,2024-04-14
5357,2024-04-02,MY,1017,282,41.41,64,63.05843432052674,0,0,2024-04-03
5358,2024-03-13,MY,1080,235,61.22,52,76.76472118305695,0,0,2024-03-14
5359,2024-02-28,MY,1091,236,152.81,58,67.19184972273798,0,0,2024-02-29
5360,2024-01-02,SG,1075,274,122.05,53,82.50979399688404,1,0,2024-01-03
5361,2024-04-13,VN,1034,240,2.94,64,38.96830850538443,0,1,2024-04-16
5362,2024-02-20,PH,1085,276,14.26,52,71.5129766455812,0,0,2024-02-24
5363,2024-01-30,MY,1038,291,2.52,54,69.60684562722024,0,0,2024-02-01
5364,2024-01-11,VN,1000,248,47.93,53,64.15021207549722,0,0,2024-01-14
5365,2024-04-17,ID,1036,214,61.98,63,86.30417986475092,0,0,2024-04-20
5366,2024-03-16,SG,1020,212,18.43,57,50.17943341500137,0,0,2024-03-19
5367,2024-06-15,MY,1000,252,96.16,49,85.37994326152076,0,0,2024-06-18
5368,2024-03-30,PH,1003,232,30.15,64,88.77205843542092,0,0,2024-04-01
5369,2024-05-02,SG,1095,271,321.31,58,72.4978601905454,0,0,2024-05-03
5370,2024-05-04,PH,1057,231,0.02,60,89.18946246684376,0,0,2024-05-07
5371,2024-05-01,SG,1000,247,5.8,59,46.570891957129355,0,0,2024-05-03
5372,2024-04-03,ID,1012,267,17.96,52,73.46054904524583,0,0,2024-04-05
5373,2024-04-12,VN,1045,256,1.29,61,100.0,0,0,2024-04-15
5374,2024-06-10,SG,1046,261,76.24,50,67.00077222812436,0,0,2024-06-13
5375,2024-01-31,TH,1080,281,2.71,47,61.69741019718939,0,0,2024-02-02
5376,2024-02-21,ID,1075,286,69.11,50,76.32148372585327,0,0,2024-02-25
5377,2024-03-29,TH,1006,292,2.7,55,90.33839538641813,0,0,2024-03-31
5378,2024-03-16,ID,1050,201,14.57,57,71.54960524999747,0,0,2024-03-20
5379,2024-05-08,TH,1002,276,92.03,58,77.22558200840267,0,0,2024-05-11
5380,2024-01-22,TH,1049,215,150.89,63,84.63357879788555,0,0,2024-01-23
5381,2024-02-09,PH,1025,207,26.77,47,85.95737605142125,0,0,2024-02-10
5382,2024-04-10,SG,1030,218,175.23,65,67.65646376593924,1,1,2024-04-15
5383,2024-04-20,SG,1099,231,49.29,61,56.45467299415516,0,0,2024-04-23
5384,2024-05-08,ID,1061,266,26.88,58,63.07684243004354,0,0,2024-05-11
5385,2024-03-05,VN,1025,231,81.18,57,95.9199678788257,0,0,2024-03-09
5386,2024-06-18,PH,1066,284,17.5,58,60.76782993166026,0,0,2024-06-19
5387,2024-05-28,SG,1054,224,15.45,71,58.41288981959426,0,1,2024-05-31
5388,2024-03-19,SG,1027,252,53.44,53,49.0945487372835,0,0,2024-03-23
5389,2024-01-22,PH,1043,280,24.75,63,84.24831634137843,0,0,2024-01-25
5390,2024-06-14,MY,1080,224,7.3,67,70.84903959046942,0,1,2024-06-18
5391,2024-04-08,PH,1037,232,3.47,66,61.48713624544252,0,1,2024-04-10
5392,2024-01-08,SG,1029,230,77.52,67,77.91330547209417,0,1,2024-01-13
5393,2024-06-23,VN,1065,235,56.34,55,61.72135224480058,0,0,2024-06-27
5394,2024-01-17,MY,1007,286,26.53,71,70.36039489326862,0,1,2024-01-22
5395,2024-01-17,TH,1013,288,113.28,71,82.69682224983319,0,1,2024-01-21
5396,2024-03-30,PH,1098,248,26.45,64,81.4186335803582,0,0,2024-04-01
5397,2024-05-20,TH,1061,243,61.94,68,51.260659655877156,0,1,2024-05-25
5398,2024-05-24,MY,1074,247,119.91,67,84.94627993595007,0,1,2024-05-27
5399,2024-06-14,MY,1062,229,91.85,67,87.5200042625442,0,1,2024-06-18
5400,2024-03-21,MY,1078,212,35.78,56,64.83431702902286,0,0,2024-03-23
5401,2024-03-18,ID,1065,242,57.07,51,70.45859176513741,0,0,2024-03-20
5402,2024-06-21,PH,1095,292,26.69,56,89.67432066140108,0,0,2024-06-23
5403,2024-01-06,VN,1039,215,52.09,48,77.79130261134287,0,0,2024-01-09
5404,2024-06-11,VN,1012,290,14.89,52,82.25172217390829,0,0,2024-06-14
5405,2024-04-19,TH,1016,225,28.52,49,79.62501319370354,0,0,2024-04-22
5406,2024-01-14,TH,1014,274,11.76,57,32.1254440479003,0,1,2024-01-17
5407,2024-03-12,TH,1032,246,1.95,58,74.53869857011043,0,0,2024-03-13
5408,2024-05-22,PH,1015,236,44.4,54,83.21876416258223,0,0,2024-05-23
5409,2024-02-23,SG,1012,202,99.91,65,39.67318763800526,0,1,2024-02-25
5410,2024-01-27,TH,1085,225,1.3,51,56.67617802711406,0,0,2024-01-29
5411,2024-01-13,MY,1022,297,10.91,58,59.12761659121886,0,0,2024-01-14
5412,2024-06-07,TH,1035,296,30.83,46,82.4964144145205,0,0,2024-06-10
5413,2024-06-11,MY,1042,214,54.82,52,52.12774963470241,0,0,2024-06-13
5414,2024-02-29,ID,1049,265,9.39,42,57.75588117650742,0,0,2024-03-04
5415,2024-01-06,SG,1073,227,2.92,48,67.79365627242979,0,0,2024-01-07
5416,2024-02-27,SG,1080,283,36.6,66,95.7445468430837,0,1,2024-03-01
5417,2024-02-18,PH,1093,237,85.38,65,70.29880003716742,0,1,2024-02-23
5418,2024-05-30,PH,1012,243,1.79,62,44.051039287519316,0,0,2024-06-01
5419,2024-06-10,VN,1029,252,21.49,50,66.6942577038694,0,0,2024-06-14
5420,2024-01-26,ID,1056,279,54.46,61,75.64699790622794,0,0,2024-01-29
5421,2024-02-16,PH,1029,203,7.01,65,73.42686014633004,0,1,2024-02-19
5422,2024-01-05,MY,1070,271,13.46,46,72.38878460220725,0,0,2024-01-08
5423,2024-01-20,ID,1009,243,38.34,56,81.99421320665408,0,0,2024-01-23
5424,2024-05-13,SG,1098,245,153.13,58,70.61867244044223,0,0,2024-05-17
5425,2024-02-28,MY,1065,283,16.94,58,48.35898205681676,0,0,2024-02-29
5426,2024-05-25,ID,1093,225,33.43,70,50.05817681633532,0,1,2024-05-30
5427,2024-05-11,SG,1082,295,25.54,56,81.31503865486096,0,0,2024-05-12
5428,2024-01-17,PH,1038,212,113.84,71,50.86153923173959,0,1,2024-01-22
5429,2024-01-14,MY,1036,268,3.73,57,58.58288031020874,0,0,2024-01-16
5430,2024-01-13,MY,1002,243,41.75,58,60.49992193582507,0,0,2024-01-14
5431,2024-05-14,SG,1088,252,93.58,43,63.52132177539799,0,0,2024-05-16
5432,2024-05-07,MY,1033,250,221.63,56,83.95564568169183,0,0,2024-05-11
5433,2024-02-13,PH,1085,212,59.99,48,76.08367277435673,0,0,2024-02-16
5434,2024-04-28,PH,1037,240,23.9,54,57.50622395318011,0,0,2024-05-02
5435,2024-05-22,PH,1013,210,26.54,54,88.10305515812422,0,0,2024-05-24
5436,2024-01-19,SG,1063,236,21.67,56,85.61162658093814,0,0,2024-01-23
5437,2024-03-03,TH,1038,259,46.27,56,65.40703862851142,0,0,2024-03-06
5438,2024-06-11,TH,1053,231,67.24,52,81.84298990988654,0,0,2024-06-14
5439,2024-03-21,MY,1001,244,85.59,56,57.6415846944885,0,0,2024-03-25
5440,2024-06-11,PH,1095,217,26.94,52,81.31326934384818,0,0,2024-06-15
5441,2024-05-26,MY,1042,292,63.06,65,66.33429782705281,0,1,2024-05-29
5442,2024-05-27,SG,1052,278,123.98,57,65.07892653023903,0,0,2024-05-30
5443,2024-04-09,MY,1002,219,126.8,55,77.23142016846215,1,0,2024-04-10
5444,2024-06-11,VN,1040,243,60.87,52,73.5946994448189,0,0,2024-06-13
5445,2024-06-08,TH,1007,235,50.65,56,80.20017220059933,0,0,2024-06-09
5446,2024-05-01,MY,1089,268,37.91,59,70.27907058478354,0,0,2024-05-04
5447,2024-06-24,MY,1095,236,10.12,57,84.4253086013189,0,0,2024-06-27
5448,2024-02-13,ID,1074,232,6.6,48,73.35261627245588,0,0,2024-02-15
5449,2024-04-13,MY,1062,281,33.25,64,58.77263488307176,0,0,2024-04-16
5450,2024-05-31,VN,1064,218,8.68,62,87.05126618591007,0,0,2024-06-01
5451,2024-03-01,TH,1078,250,43.02,47,77.30604117966841,0,0,2024-03-05
5452,2024-05-04,ID,1003,231,51.88,60,62.22606385022576,0,0,2024-05-06
5453,2024-05-24,SG,1067,221,37.29,67,100.0,0,1,2024-05-29
5454,2024-03-11,SG,1091,200,1.86,49,42.16623945400994,0,0,2024-03-15
5455,2024-04-16,TH,1009,253,2.97,49,54.321131289536,0,0,2024-04-18
5456,2024-02-19,SG,1074,288,6.01,40,93.0750337035598,0,0,2024-02-20
5457,2024-03-05,VN,1049,219,8.34,57,100.0,0,0,2024-03-08
5458,2024-04-08,MY,1022,257,229.67,66,69.55573618998908,0,1,2024-04-12
5459,2024-02-01,TH,1060,234,21.12,55,86.80366293853173,0,0,2024-02-03
5460,2024-06-12,ID,1046,269,17.26,68,55.57760064702382,0,1,2024-06-14
5461,2024-05-20,MY,1002,269,2.68,68,64.08996756802468,0,1,2024-05-23
5462,2024-02-27,SG,1016,260,50.44,66,68.14931475494095,0,1,2024-03-01
5463,2024-05-07,SG,1021,262,52.81,56,78.55384577535403,0,0,2024-05-10
5464,2024-05-21,ID,1090,260,9.65,41,45.99988540315971,0,0,2024-05-23
5465,2024-06-13,VN,1015,256,125.81,47,58.69821848917472,0,0,2024-06-14
5466,2024-04-21,ID,1079,202,80.6,52,60.95251286469031,0,0,2024-04-22
5467,2024-03-08,TH,1002,294,13.09,57,51.99916053058837,0,0,2024-03-09
5468,2024-02-09,ID,1051,298,33.26,47,85.28291295239305,0,0,2024-02-10
5469,2024-05-23,SG,1032,244,30.66,60,50.72893196441365,0,0,2024-05-26
5470,2024-05-11,VN,1041,214,21.43,56,73.96912444543956,0,0,2024-05-14
5471,2024-06-21,VN,1001,216,85.09,56,64.97905455096326,0,0,2024-06-24
5472,2024-03-30,PH,1038,214,5.79,64,72.346945145079,0,0,2024-04-02
5473,2024-01-28,ID,1045,204,26.83,57,98.16798409560377,0,0,2024-01-29
5474,2024-04-05,TH,1047,285,27.93,54,55.63977608541629,0,0,2024-04-06
5475,2024-01-31,SG,1026,245,31.62,47,97.36724984361184,0,0,2024-02-02
5476,2024-01-03,MY,1014,210,98.79,49,84.49780900018862,0,0,2024-01-05
5477,2024-05-15,VN,1006,263,12.31,48,76.79236945642182,0,0,2024-05-18
5478,2024-01-24,ID,1056,291,5.43,45,99.30423319013919,0,0,2024-01-26
5479,2024-01-15,PH,1041,213,48.09,65,86.50933934205563,0,1,2024-01-19
5480,2024-06-19,TH,1008,238,9.55,58,66.32769863823953,0,0,2024-06-22
5481,2024-06-07,TH,1005,266,3.89,46,75.19976787303305,0,0,2024-06-10
5482,2024-02-14,SG,1056,254,27.81,50,73.96229310587727,0,0,2024-02-18
5483,2024-01-08,VN,1075,241,12.4,67,83.72509676482885,0,1,2024-01-11
5484,2024-03-11,SG,1029,274,22.41,49,69.30728014363166,0,0,2024-03-13
5485,2024-04-17,PH,1054,293,15.04,63,74.87872037794898,0,0,2024-04-20
5486,2024-04-24,MY,1083,204,4.86,55,94.6144810152755,0,0,2024-04-25
5487,2024-04-12,MY,1083,251,41.09,61,73.01378004356391,0,0,2024-04-16
5488,2024-05-04,MY,1053,221,1.37,60,88.62867740377212,0,0,2024-05-06
5489,2024-02-26,TH,1026,276,169.62,69,56.53454332086153,1,1,2024-02-28
5490,2024-01-30,VN,1083,243,20.88,54,75.87260102047907,0,0,2024-02-02
5491,2024-05-25,SG,1058,284,59.4,70,32.17713353903821,0,1,2024-05-29
5492,2024-04-23,SG,1006,258,83.13,44,55.496461952178215,0,0,2024-04-25
5493,2024-04-26,PH,1039,224,16.36,54,71.95403762930752,0,0,2024-04-28
5494,2024-06-15,MY,1093,220,69.06,49,61.307817501641225,0,0,2024-06-19
5495,2024-02-29,VN,1071,291,89.31,42,100.0,0,0,2024-03-02
5496,2024-04-07,VN,1001,263,13.81,62,55.564308896353666,0,0,2024-04-11
5497,2024-06-19,PH,1013,267,244.61,58,82.30435745736239,0,0,2024-06-22
5498,2024-05-05,ID,1009,292,1.05,60,68.6540044443347,0,0,2024-05-06
5499,2024-06-21,VN,1049,246,12.23,56,80.91433769275017,0,0,2024-06-22
5500,2024-05-30,VN,1017,234,75.71,62,79.31977562865043,0,0,2024-06-03
5501,2024-04-03,SG,1017,286,10.79,52,72.71698134969138,0,0,2024-04-07
5502,2024-05-13,PH,1015,206,59.91,58,68.84750837490073,0,0,2024-05-15
5503,2024-05-01,VN,1051,255,96.73,59,70.40373821183938,0,0,2024-05-03
5504,2024-04-17,VN,1068,251,159.97,63,70.02976936207043,0,0,2024-04-19
5505,2024-01-04,SG,1051,245,32.15,55,94.38524061222165,0,0,2024-01-05
5506,2024-04-02,VN,1030,208,177.21,64,35.01925593603836,0,1,2024-04-05
5507,2024-05-30,SG,1083,257,26.52,62,66.52029506397986,0,0,2024-06-01
5508,2024-01-06,ID,1022,222,12.3,48,63.43648981544302,0,0,2024-01-09
5509,2024-02-01,TH,1095,202,36.07,55,75.09986666192592,0,0,2024-02-05
5510,2024-04-15,SG,1041,260,52.47,62,83.11232041836433,0,0,2024-04-17
5511,2024-05-25,SG,1080,208,30.62,70,67.73446403544739,0,1,2024-05-29
5512,2024-01-15,VN,1061,252,41.85,65,65.66084634038458,0,1,2024-01-17
5513,2024-06-16,SG,1076,267,26.93,59,50.472866838179,0,0,2024-06-18
5514,2024-05-01,PH,1049,248,37.2,59,38.83573474727804,0,1,2024-05-03
5515,2024-04-05,MY,1076,288,152.45,54,47.84466394014677,0,0,2024-04-06
5516,2024-01-06,MY,1080,269,34.64,48,96.4979338512994,0,0,2024-01-07
5517,2024-04-21,ID,1014,247,14.6,52,76.9062721121469,0,0,2024-04-22
5518,2024-04-29,SG,1089,281,71.1,59,64.96274320068449,0,0,2024-05-03
5519,2024-05-02,PH,1043,206,20.59,58,76.0042847861865,0,0,2024-05-03
5520,2024-03-07,VN,1091,298,84.7,52,70.65740225118604,0,0,2024-03-10
5521,2024-04-15,VN,1041,230,2.93,62,100.0,0,0,2024-04-18
5522,2024-05-18,TH,1044,255,20.19,50,56.28680498525043,0,0,2024-05-19
5523,2024-02-12,ID,1093,295,4.96,45,98.13182858209689,0,0,2024-02-13
5524,2024-05-24,PH,1034,298,4.46,67,93.58734286221,0,1,2024-05-29
5525,2024-04-05,PH,1021,260,53.7,54,85.22006176437469,0,0,2024-04-07
5526,2024-05-11,VN,1073,291,24.33,56,71.46300930653199,0,0,2024-05-12
5527,2024-03-21,TH,1074,204,102.58,56,94.3408803276829,0,0,2024-03-24
5528,2024-02-10,VN,1037,229,36.33,42,85.90588351097246,0,0,2024-02-13
5529,2024-05-12,TH,1096,221,17.5,49,52.765824365356835,0,0,2024-05-16
5530,2024-06-08,MY,1069,216,63.81,56,71.68540529538137,0,0,2024-06-11
5531,2024-02-04,PH,1063,209,48.91,57,63.49679531952907,0,0,2024-02-07
5532,2024-01-22,MY,1006,270,80.37,63,88.54364176374617,0,0,2024-01-23
5533,2024-05-29,VN,1043,267,51.58,46,70.80754036835845,0,0,2024-06-02
5534,2024-04-21,ID,1075,241,9.14,52,72.03799909467052,0,0,2024-04-24
5535,2024-01-11,SG,1006,226,55.48,53,81.92905706359585,0,0,2024-01-14
5536,2024-01-03,ID,1065,206,24.84,49,70.76615656176787,0,0,2024-01-07
5537,2024-05-16,ID,1059,222,31.1,63,98.38187939234376,0,0,2024-05-20
5538,2024-02-29,SG,1000,274,127.27,42,63.42086883495803,1,0,2024-03-03
5539,2024-03-16,PH,1061,207,22.31,57,75.99239076329715,0,0,2024-03-18
5540,2024-03-27,MY,1086,207,47.33,59,73.85829087735218,0,0,2024-03-28
5541,2024-01-14,MY,1088,204,22.59,57,57.22351296824825,0,0,2024-01-17
5542,2024-01-18,PH,1017,270,4.98,42,63.51949783812986,0,0,2024-01-21
5543,2024-04-22,SG,1006,285,30.21,72,74.77508783591668,0,1,2024-04-24
5544,2024-03-13,TH,1053,299,45.45,52,86.74879043668051,0,0,2024-03-16
5545,2024-01-23,ID,1066,201,26.17,51,50.070078928186135,0,0,2024-01-26
5546,2024-03-23,VN,1092,287,24.77,42,90.10183002891529,0,0,2024-03-27
5547,2024-05-04,MY,1009,250,85.85,60,60.55949646098273,0,0,2024-05-07
5548,2024-06-23,PH,1060,265,1.51,55,93.96090916309548,0,0,2024-06-25
5549,2024-03-09,VN,1058,211,17.52,66,56.23190045282312,0,1,2024-03-14
5550,2024-02-16,SG,1058,246,83.5,65,54.84098720674647,0,1,2024-02-20
5551,2024-04-25,VN,1068,254,126.62,59,98.68916264782702,0,0,2024-04-28
5552,2024-01-30,VN,1062,225,26.58,54,63.259974209680976,0,0,2024-01-31
5553,2024-01-25,ID,1097,244,109.82,68,64.50244528375218,0,1,2024-01-27
5554,2024-06-04,SG,1007,261,11.09,59,59.454260429709606,0,0,2024-06-06
5555,2024-04-21,VN,1077,269,12.51,52,64.52139587472521,0,0,2024-04-22
5556,2024-01-25,MY,1054,286,93.6,68,84.43473539185334,0,1,2024-01-27
5557,2024-03-14,SG,1005,201,116.79,53,73.25849451204806,0,0,2024-03-16
5558,2024-02-27,MY,1000,225,12.6,66,45.030301953490465,0,1,2024-03-02
5559,2024-04-03,PH,1055,213,3.06,52,86.6172021392436,0,0,2024-04-04
5560,2024-04-28,PH,1096,281,4.73,54,65.15713062473242,0,0,2024-04-29
5561,2024-05-06,TH,1074,256,15.15,56,52.731191890674246,0,0,2024-05-08
5562,2024-06-17,PH,1087,231,71.66,56,84.86129213290968,0,0,2024-06-18
5563,2024-01-25,VN,1009,261,35.67,68,91.2517997067372,0,1,2024-01-30
5564,2024-03-18,SG,1022,277,30.4,51,88.99153500476686,0,0,2024-03-19
5565,2024-04-08,PH,1015,229,43.87,66,64.075429576354,0,1,2024-04-12
5566,2024-04-25,MY,1015,212,110.47,59,89.11905659487542,0,0,2024-04-27
5567,2024-02-17,VN,1055,239,4.74,54,72.03040060948115,0,0,2024-02-20
5568,2024-01-10,PH,1094,230,59.33,56,49.4309290554517,0,0,2024-01-13
5569,2024-04-08,ID,1005,236,130.72,66,70.76962186612947,0,1,2024-04-12
5570,2024-01-11,MY,1029,244,12.0,53,81.66719182241206,0,0,2024-01-13
5571,2024-03-25,MY,1062,285,90.94,53,68.11885490929922,0,0,2024-03-29
5572,2024-05-28,TH,1000,258,59.87,71,71.03009281102489,0,1,2024-05-30
5573,2024-06-21,ID,1050,227,0.73,56,63.21013541795136,0,0,2024-06-24
5574,2024-05-14,TH,1088,260,13.17,43,45.71283169271722,0,0,2024-05-16
5575,2024-05-05,PH,1045,218,46.55,60,64.04846711744537,0,0,2024-05-06
5576,2024-03-04,ID,1020,242,34.9,51,39.493262323511445,0,1,2024-03-07
5577,2024-01-02,MY,1098,258,37.53,53,63.17047144783687,0,0,2024-01-05
5578,2024-03-16,TH,1037,215,13.19,57,81.50996939062065,0,0,2024-03-18
5579,2024-04-30,VN,1068,268,56.2,45,35.67545508657099,0,1,2024-05-04
5580,2024-02-11,ID,1062,243,15.49,58,71.87227026017825,0,0,2024-02-13
